"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","area_basal","n_caule","multicaule","multicaule_l","rel_hd"
"20A",4049,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25.11,73.85,0.52,0.428342217,1,0,"No",0.340013541
"20A",4050,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",28.74,72.96,0.52,0.418080134,1,0,"No",0.393914474
"20A",4051,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",26.3,76.87,0.52,0.464091531,1,0,"No",0.342136074
"20A",4052,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",37.97,70.82,0.52,0.393914281,1,0,"No",0.536147981
"20A",4053,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25.75,52.14,0.52,0.213516742,1,0,"No",0.493862677
"20A",4054,"Arecaceae","Roystonea","borinquena","Roystonea borinquena","Palm",14.13,52.08,0.52,0.213025617,1,0,"No",0.271313364
"20A",4056,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",36.45,70.98,0.52,0.395696193,1,0,"No",0.513524937
"20A",4057,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25,71.49,0.52,0.401402872,1,0,"No",0.349699259
"20A",4059,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",6.71,55.54,0.52,0.242271112,1,0,"No",0.120813828
"20A",4061,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",12.6,66.78,0.52,0.350253683,1,0,"No",0.188679245
"20A",4062,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",12.61,55.32,0.52,0.240355588,1,0,"No",0.227946493
"20A",4064,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",29.56,72.64,0.52,0.414420807,1,0,"No",0.406938326
"20A",4065,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",29.5,68.56,0.52,0.369174333,1,0,"No",0.430280047
"20A",4066,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",18.73,63.34,0.52,0.315098256,1,0,"No",0.295705715
"20A",4067,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25.1,71.62,0.52,0.40286405,1,0,"No",0.350460765
"20A",4068,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",31.1,72,0.52,0.407150408,1,0,"No",0.431944444
"20A",4070,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",18.25,62.71,0.52,0.308861291,1,0,"No",0.291022166
"20A",4071,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",21.25,68.5,0.52,0.368528453,1,0,"No",0.310218978
"20A",4072,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",29.77,66.02,0.52,0.342326817,1,0,"No",0.450923962
"20B",4073,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",31.15,71.17,0.52,0.397817435,1,0,"No",0.437684418
"20B",4074,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",33,64.84,0.52,0.330199106,1,0,"No",0.508945096
"20B",4075,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",28.68,72.89,0.52,0.417278282,1,0,"No",0.393469612
"20B",4076,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",33,67.8,0.52,0.361034969,1,0,"No",0.486725664
"20B",4077,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",28.8,71.17,0.52,0.397817435,1,0,"No",0.404664887
"20B",4078,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",33.5,68.44,0.52,0.367883139,1,0,"No",0.489479836
"20B",4079,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",28.98,71.68,0.52,0.403539336,1,0,"No",0.404296875
"20B",4080,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",32.53,65.89,0.52,0.340979992,1,0,"No",0.493701624
"20B",4082,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",30.44,69.84,0.52,0.383087819,1,0,"No",0.435853379
"20B",4085,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",20.54,32.98,0.54,0.085426219,1,0,"No",0.622801698
"20B",4086,"Urticaceae","Coussapoa","curranii","Coussapoa curranii","Tree",20.5,58.79,0.41,0.271454348,1,0,"No",0.348698758
"20B",4087,"Euphorbiaceae","Hevea","brasiliensis","Hevea brasiliensis","Tree",27,57.61,0.47,0.260666747,1,0,"No",0.468668634
"20B",4088,"Euphorbiaceae","Hevea","brasiliensis","Hevea brasiliensis","Tree",27.34,66.84,0.47,0.350883353,1,0,"No",0.409036505
"20B",4090,"Myristicaceae","Virola","bicuhyba","Virola bicuhyba","Tree",29,58.25,0.56,0.266490506,1,0,"No",0.497854077
"20B",4093,"Euphorbiaceae","Hevea","brasiliensis","Hevea brasiliensis","Tree",27.9,84.99,0.47,0.567316663,1,0,"No",0.328273915
"20B",4094,"Euphorbiaceae","Hevea","brasiliensis","Hevea brasiliensis","Tree",28,79.96,0.47,0.502152295,1,0,"No",0.350175088
"20B",4096,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Shrub",10.95,17.25,0.71,0.023370504,1,0,"No",0.634782609
"20B",4097,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",29.51,52.01,0.71,0.212453353,1,0,"No",0.567390886
"20B",4098,"Arecaceae","Attalea","funifera","Attalea funifera","Palm",12.68,39.72,0.54,0.123910572,1,0,"No",0.319234642
"20B",4099,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",31.94,51.92,0.71,0.211718715,1,0,"No",0.615177196
"20B",4100,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","Tree",15.05,57.9,0.71,0.263297666,1,0,"No",0.259930915
"20C",4103,"Bignoniaceae",NA,NA,NA,"Tree",14.54,24.51,0.64,0.047182017,1,0,"No",0.593227254
"20C",4104,"Myristicaceae","Virola","bicuhyba","Virola bicuhyba","Tree",26.4,79.26,0.56,0.493398719,1,0,"No",0.333080999
"20C",4105,"Malvaceae","Pachira","insignis","Pachira insignis","Tree",23.45,105.36,0.45,0.871849264,1,0,"No",0.222570235
"20C",4106,"Arecaceae",NA,NA,NA,"Palm",20.95,37.69,0.54,0.111568644,1,0,"No",0.555850358
"20C",4108,"Euphorbiaceae","Hevea","brasiliensis","Hevea brasiliensis","Tree",13.2,25.46,0.47,0.05091042,1,0,"No",0.51846033
"20C",4109,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",26.35,103.13,0.47,0.835333535,1,0,"No",0.255502764
"20C",4111,"Fabaceae","Clitoria","fairchildiana","Clitoria fairchildiana","Tree",12.6,23.87,0.72,0.044750173,1,0,"No",0.527859238
"20C",4113,"Arecaceae","Elaeis",NA,NA,"Palm",18.31,39.47,0.54,0.12235568,1,0,"No",0.46389663
"20C",4114,"Euphorbiaceae","Hevea","brasiliensis","Hevea brasiliensis","Tree",23.36,65.25,0.47,0.334388177,1,0,"No",0.358007663
"20C",4115,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",20.26,54.11,0.53,0.229956108,1,0,"No",0.374422473
"20C",4118,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",23.91,39.76,0.71,0.124160266,1,0,"No",0.601358149
"20C",4119,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",19.74,20.69,0.71,0.033621018,1,0,"No",0.954084099
"20C",4120,"Hernandiaceae","Hernandia","sonora","Hernandia sonora","Tree",18.1,65.25,0.29,0.334388177,1,0,"No",0.277394636
"20C",4121,"Meliaceae","Trichilia","quadrijuga","Trichilia quadrijuga","Tree",13.47,38.2,0.72,0.114608442,1,0,"No",0.352617801
"20C",4122,"Malvaceae","Patinoa","paraensis","Patinoa paraensis","Tree",14.8,48.06,0.47,0.181408409,1,0,"No",0.307948398
"20C",4123,"Moraceae","Brosimum","acutifolium","Brosimum acutifolium","Tree",20.5,79.2,0.55,0.492651994,1,0,"No",0.258838384
"20C",4124,"Fabaceae","Clitoria","fairchildiana","Clitoria fairchildiana","Tree",13.7,54.56,0.72,0.233796823,1,0,"No",0.251099707
"20C",4125,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",25.03,42.97,0.71,0.145017558,1,0,"No",0.582499418
"20C",4127,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",22.58,44.18,0.71,0.1532997,1,0,"No",0.511090991
"20C",4129,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",23.95,42.91,0.71,0.144612858,1,0,"No",0.558144955
"20C",4131,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",17.81,21.52,0.71,0.036372606,1,0,"No",0.82760223
"20C",4132,"Fabaceae","Copaifera","lucens","Copaifera lucens","Tree",10.11,33.04,0.61,0.085737331,1,0,"No",0.305992736
"20C",4134,"Fabaceae","Copaifera","multijuga","Copaifera multijuga","Tree",18.46,47.75,0.8,0.17907569,1,0,"No",0.386596859
"20C",4135,"Malvaceae","Ceiba","pentandra","Ceiba pentandra","Tree",35.57,167.24,0.25,2.196697213,1,0,"No",0.212688352
"20C",4138,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",16.77,13.5,0.71,0.014313882,1,0,"No",1.242222222
"20C",4139,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",33.53,77.92,0.71,0.476856568,1,0,"No",0.430313142
"20C",4141,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",21.59,31.51,0.71,0.077980621,1,0,"No",0.685179308
"20C",4142,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",29.23,67.67,0.71,0.359651797,1,0,"No",0.431949165
"20C",4144,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",29.68,56.28,0.71,0.24877003,1,0,"No",0.527363184
"20C",4145,"Euphorbiaceae","Hevea",NA,NA,"Tree",12.42,53.16,0.5,0.22195239,1,0,"No",0.233634312
"20C",4146,"Lauraceae","Litsea","glutinosa","Litsea glutinosa","Tree",13.97,22.62464585,0.62,0.040202537,2,1,"Yes",0.617468229
"20C",4147,"Anacardiaceae","Anacardium","giganteum","Anacardium giganteum","Tree",29.57,96.38,0.48,0.729564554,1,0,"No",0.306806391
"20C",4148,"Euphorbiaceae","Hevea","benthamiana","Hevea benthamiana","Tree",17.46,39.41,0.5,0.121983967,1,0,"No",0.443034763
"20C",4149,"Myrtaceae","Myrcia","carioca","Myrcia carioca","Tree",8.95,32.91929525,0.78,0.085112028,7,1,"Yes",0.271877023
"20C",4153,"Fabaceae","Parkia","nitida","Parkia nitida","Tree",29.87,104.98,0.24,0.865571639,1,0,"No",0.284530387
"20C",4155,"Euphorbiaceae","Alchornea",NA,NA,"Shrub",9.33,15.15,0.41,0.018026655,1,0,"No",0.615841584
"20C",4156,"Lecythidaceae","Gustavia","augusta","Gustavia augusta","Tree",15.53,34.57,0.63,0.093861749,1,0,"No",0.449233439
"20C",4157,"Lecythidaceae","Grias",NA,NA,"Tree",9.74,18.33,0.62,0.026388506,1,0,"No",0.53136934
"20C",4158,"Sapotaceae",NA,NA,NA,"Tree",20.27,44.18,0.8,0.1532997,1,0,"No",0.458804889
"20C",4160,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",17.88,53.92,0.53,0.228344023,1,0,"No",0.331602374
"20D",4162,"Fabaceae","Campsiandra","comosa","Campsiandra comosa","Tree",10.92,30.4,0.81,0.072583357,1,0,"No",0.359210526
"20D",4164,"Fabaceae","Macrolobium","bifolium","Macrolobium bifolium","Tree",16.65,70.03,0.69,0.385175038,1,0,"No",0.237755248
"20D",4166,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",16.83,37.24,0.76,0.1089204,1,0,"No",0.451933405
"20D",4168,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",20.34,70.76,0.47,0.393247101,1,0,"No",0.287450537
"20D",4169,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",9.57,18.48487219,0.39,0.026836309,2,1,"Yes",0.517720647
"20D",4170,"Euphorbiaceae","Hura","crepitans","Hura crepitans","Tree",18.48,33.8,0.37,0.089727028,1,0,"No",0.546745562
"20D",4171,"Malvaceae",NA,NA,NA,"Tree",7.49,16.55746961,0.47,0.021531675,2,1,"Yes",0.452363808
"20D",4172,"Malvaceae","Pachira","glabra","Pachira glabra","Tree",12.73,35.65,0.48,0.09981802,1,0,"No",0.357082749
"20D",4173,"Fabaceae","Clitoria",NA,NA,"Tree",26.66,80.56,0.72,0.509716622,1,0,"No",0.330933466
"20D",4174,"Moraceae",NA,NA,NA,"Tree",12.38,23.55,0.46,0.043558378,1,0,"No",0.525690021
"20D",4176,"Solanaceae","Cestrum","axillare","Cestrum laevigatum","Tree",8.1,10.5,0.62,0.008659015,1,0,"No",0.771428571
"20D",4177,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",22.65,90.34,0.71,0.640988228,1,0,"No",0.250719504
"20D",4178,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",10.9,47.24261318,0.39,0.175290228,18,1,"Yes",0.230723901
"20D",4179,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",22.77,31.1,0.71,0.075964496,1,0,"No",0.732154341
"20D",4180,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",12.85,18.27,0.71,0.026216033,1,0,"No",0.703338807
"20D",4181,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",13.7,20.98,0.71,0.034570117,1,0,"No",0.65300286
"20D",4182,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",16.91,21.65,0.71,0.036813379,1,0,"No",0.781062356
"20D",4185,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",15.15,11.14,0.39,0.00974676,1,0,"No",1.359964093
"20D",4188,"Arecaceae","Oenocarpus","bacaba","Oenocarpus bacaba","Palm",15.45,21.65,0.68,0.036813379,1,0,"No",0.713625866
"20D",4189,"Arecaceae","Attalea","butyracea","Attalea butyracea","Palm",14.35,44.63,0.33,0.156438504,1,0,"No",0.321532601
"20D",4190,"Fabaceae","Parkia",NA,NA,"Tree",29.4,120,0.45,1.130973355,1,0,"No",0.245
"20D",4191,"Fabaceae","Lonchocarpus","latifolius","Lonchocarpus heptaphyllus","Tree",15.62,32.79,0.76,0.084444762,1,0,"No",0.476364745
"20D",4192,"Hernandiaceae","Hernandia",NA,NA,"Tree",22.7,51.57,0.3,0.208873885,1,0,"No",0.440178398
"20D",4193,"Hernandiaceae","Hernandia","sonora","Hernandia sonora","Tree",21.67,64.74,0.29,0.329181388,1,0,"No",0.334723509
"20D",4194,"Arecaceae","Livistona",NA,NA,"Palm",15.15,25.4,0.71,0.050670748,1,0,"No",0.596456693
"20D",4195,"Acanthaceae","Trichanthera","gigantea","Trichanthera gigantea","Tree",7.93,37.89705925,0.45,0.112797871,4,1,"Yes",0.209251065
"20D",4198,NA,NA,NA,NA,"Tree",11.69,81.17,0.62,0.517464991,1,0,"No",0.144018726
"20D",4199,"Fabaceae","Peltophorum","dubium","Peltophorum dubium","Tree",10.97,18.27,0.74,0.026216033,1,0,"No",0.600437876
"20D",4200,"Fabaceae","Parkia","pendula","Parkia pendula","Tree",23.1,99.63,0.51,0.779596969,1,0,"No",0.231857874
"20D",4201,"Arecaceae","Bactris","gasipaes","Bactris gasipaes","Palm",11.05,21.13231885,0.54,0.035073911,3,1,"Yes",0.522895764
"20D",4204,"Malvaceae",NA,NA,NA,"Tree",7.87,14.96,0.47,0.017577337,1,0,"No",0.526069519
"20E",4205,"Clusiaceae",NA,NA,NA,"Tree",14.8,36.51,0.69,0.104692012,1,0,"No",0.405368392
"20E",4206,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",24.56,56.15,0.54,0.2476221,1,0,"No",0.437399822
"20E",4207,"Bignoniaceae","Jacaranda","copaia","Jacaranda copaia","Tree",15.09,23.2,0.35,0.042273271,1,0,"No",0.650431034
"20E",4208,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Tree",9.65,18.3,0.66,0.026302199,1,0,"No",0.527322404
"20E",4210,"Salicaceae","Flacourtia","jangomas","Flacourtia jangomas","Tree",12.09,38.1,0.92,0.114009183,1,0,"No",0.317322835
"20E",4212,"Calophyllaceae","Mammea","americana","Mammea americana","Tree",15.82,56.15,0.62,0.2476221,1,0,"No",0.281745325
"20E",4214,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Tree",8.57,20.5,0.66,0.033006358,1,0,"No",0.41804878
"20E",4216,"Malvaceae","Scleronema","micranthum","Scleronema micranthum","Tree",21.34,67.16,0.62,0.35425114,1,0,"No",0.31774866
"20E",4217,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",14.19,18.30319371,0.39,0.02631138,2,1,"Yes",0.775274535
"20E",4218,"Fabaceae","Zygia","latifolia","Zygia latifolia","Tree",9.88,19.23,0.73,0.029043466,1,0,"No",0.513780551
"20E",4225,"Myrtaceae",NA,NA,NA,"Shrub/tree",15.39,31.19,0.62,0.076404798,1,0,"No",0.493427381
"20E",4226,"Fabaceae","Andira","fraxinifolia","Andira fraxinifolia","Tree",10.21,23.17,0.92,0.042164014,1,0,"No",0.440656021
"20E",4229,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",24.94,61.75,0.54,0.299477228,1,0,"No",0.40388664
"20E",4230,"Apocynaceae",NA,NA,NA,"Shrub/tree",20.49,30.88,0.65,0.074893558,1,0,"No",0.663536269
"20E",4231,"Apocynaceae",NA,NA,NA,"Tree",15.65,53.86,0.72,0.227836122,1,0,"No",0.29056814
"20E",4233,"Anacardiaceae",NA,NA,NA,"Tree",16.93,41.06,0.57,0.13241213,1,0,"No",0.412323429
"20E",4236,"Fabaceae","Clitoria","fairchildiana","Clitoria fairchildiana","Tree",22.8,104.72,0.72,0.861289491,1,0,"No",0.217723453
"20E",4238,"Malvaceae","Sterculia","apetala","Sterculia apetala","Tree",20.09,51.88,0.35,0.211392617,1,0,"No",0.387239784
"20E",4239,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",19.4,120.38,0.53,1.138147528,1,0,"No",0.161156338
"20F",4240,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",12.12,13.08,0.53,0.013437094,1,0,"No",0.926605505
"20F",4243,"Lecythidaceae","Gustavia","augusta","Gustavia augusta","Tree",9.51,34.75469896,0.63,0.094867388,8,1,"Yes",0.273632064
"20F",4245,"Arecaceae","Mauritiella","armata","Mauritiella armata","Palm",9.34,24.54742349,0.71,0.047326208,5,1,"Yes",0.380487997
"20F",4246,"Arecaceae","Mauritiella","armata","Mauritiella armata","Palm",11.32,52.36025019,0.71,0.215324431,19,1,"Yes",0.216194536
"20F",4247,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",15.66,29.44,0.71,0.068071527,1,0,"No",0.531929348
"20F",4248,"Arecaceae","Bactris","gasipaes","Bactris gasipaes","Palm",8.64,38.41898619,0.54,0.115926222,7,1,"Yes",0.224888808
"20F",4249,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",23.4,42.27,0.54,0.140331245,1,0,"No",0.553584102
"20F",4250,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",17.93,17.25,0.75,0.023370504,1,0,"No",1.03942029
"20F",4251,"Lecythidaceae","Grias","neuberthii","Grias neuberthii","Tree",8.26,18.56,0.62,0.027054893,1,0,"No",0.445043103
"20F",4253,"Polygonaceae","Triplaris","americana","Triplaris americana","Tree",19.53,43.8332294,0.49,0.150902633,2,1,"Yes",0.445552387
"20F",4254,"Lecythidaceae","Grias","neuberthii","Grias neuberthii","Tree",8.97,25.4,0.62,0.050670748,1,0,"No",0.353149606
"20F",4255,"Malvaceae","Theobroma","cacao","Theobroma cacao","Shrub",7.02,23.210433,0.43,0.0423113,4,1,"Yes",0.302450196
"20F",4256,"Fabaceae","Parkia","multijuga","Parkia multijuga","Tree",24.38,37.75,0.38,0.111924147,1,0,"No",0.645827815
"20F",4257,"Lecythidaceae","Gustavia","speciosa","Gustavia speciosa","Tree",11.26,35.31441066,0.69,0.097947602,2,1,"Yes",0.318850005
"20F",4258,"Achariaceae","Hydnocarpus","anthelminthicus","Hydnocarpus castaneus","Tree",20.59,66.91,0.63,0.351618682,1,0,"No",0.307726797
"20F",4259,"Malvaceae",NA,NA,NA,"Tree",17.89,43.4523187,0.47,0.148291341,3,1,"Yes",0.411715658
"20F",4260,"Arecaceae","Livistona","australis","Livistona australis","Palm",14.86,27.85,0.71,0.060917249,1,0,"No",0.533572711
"20F",4261,"Anacardiaceae","Anacardium","giganteum","Anacardium giganteum","Tree",10.62,31.83,0.48,0.079572529,1,0,"No",0.333647502
"20F",4263,"Euphorbiaceae","Hura","crepitans","Hura crepitans","Tree",13.61,29.6,0.37,0.068813445,1,0,"No",0.459797297
"20F",4264,"Urticaceae","Cecropia",NA,NA,"Shrub/tree",13.1,24.54,0.34,0.047297588,1,0,"No",0.533822331
"20F",4265,"Euphorbiaceae","Hevea",NA,NA,"Tree",20.79,45.14,0.5,0.160034269,1,0,"No",0.460567125
"20F",4266,"Fabaceae","Pentaclethra","macroloba","Pentaclethra macroloba","Tree",17.29,73.53096831,0.65,0.424649338,2,1,"Yes",0.235139022
"20F",4269,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",7.94,20.75,0.62,0.0338163,1,0,"No",0.382650602
"20F",4270,"Cervantesiaceae","Acanthosyris","paulo-alvinii","Acanthosyris paulo-alvinii","Shrub/tree",16.59,30.62,0.62,0.073637707,1,0,"No",0.541802743
"20F",4273,"Anacardiaceae","Anacardium","giganteum","Anacardium giganteum","Tree",12.12,51.85,0.48,0.211148209,1,0,"No",0.233751205
"20F",4274,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",22.44,80.66,0.53,0.510982841,1,0,"No",0.27820481
"20F",4275,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",24.12,52.46,0.53,0.216145627,1,0,"No",0.459778879
"20F",4278,"Meliaceae",NA,NA,NA,"Shrub/tree",20.31,62.55,0.59,0.307287228,1,0,"No",0.32470024
"20G",4279,"Fabaceae",NA,NA,NA,"Tree",17.25,65.25,0.72,0.334388177,1,0,"No",0.264367816
"20G",4280,"Moraceae","Ficus","benjamina","Ficus benjamina","Tree",25.02,126.05,0.42,1.247887922,1,0,"No",0.198492662
"20G",4281,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",24.51,105.36,0.55,0.871849264,1,0,"No",0.232630979
"20G",4282,"Lecythidaceae",NA,NA,NA,"Shrub/tree",14,12.57,0.66,0.012409676,1,0,"No",1.113762928
"20G",4283,NA,NA,NA,NA,"Tree",21.27,25.53,0.62,0.051190752,1,0,"No",0.833137485
"20G",4284,"Fabaceae","Pentaclethra","macroloba","Pentaclethra macroloba","Tree",18.39,71.3,0.65,0.399272079,1,0,"No",0.257924264
"20G",4285,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",25.76,73.4,0.47,0.423137973,1,0,"No",0.350953678
"20G",4286,"Euphorbiaceae","Hevea",NA,NA,"Tree",21.04,42.34,0.5,0.140796412,1,0,"No",0.496929617
"20G",4287,"Myrtaceae","Corymbia","citriodora","Corymbia citriodora","Tree",36.37,125.1,0.83,1.229148911,1,0,"No",0.290727418
"20G",4288,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",10.82,28.81,0.54,0.065189312,1,0,"No",0.37556404
"20G",4291,"Euphorbiaceae","Hevea","benthamiana","Hevea benthamiana","Tree",22.12,35.65,0.5,0.09981802,1,0,"No",0.620476858
"20G",4293,NA,NA,NA,NA,"Tree",26.03,71.3,0.62,0.399272079,1,0,"No",0.365077139
"20G",4294,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",32.38,88.81,0.47,0.619460504,1,0,"No",0.364598581
"20G",4298,NA,NA,NA,NA,"Tree",17.38,25.31,0.62,0.0503123,1,0,"No",0.686685105
"20G",4299,"Lecythidaceae","Lecythis",NA,NA,"Tree",30.65,112.36,0.88,0.991547086,1,0,"No",0.272783909
"20G",4300,"Fabaceae",NA,NA,NA,"Tree",32.65,66.21,0.72,0.344300027,1,0,"No",0.493127926
"20G",4301,"Fabaceae","Samanea","inopinata","Samanea inopinata","Tree",19.77,38.83,0.55,0.118419892,1,0,"No",0.509142416
"20G",4303,"Fabaceae","Brownea","grandiceps","Brownea grandiceps","Tree",10.64,19.48,1.21,0.029803536,1,0,"No",0.546201232
"20G",4305,"Arecaceae","Oenocarpus","mapora","Oenocarpus mapora","Palm",16.62,38.94791137,0.65,0.119140173,4,1,"Yes",0.426723781
"20G",4306,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",24.04,40.43,0.54,0.128379998,1,0,"No",0.594607964
"20G",4307,"Fabaceae","Vatairea","guianensis","Vatairea guianensis","Tree",23.72,103.61,0.66,0.84312745,1,0,"No",0.228935431
"20G",4308,"Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Tree",21.53,73.4,0.61,0.423137973,1,0,"No",0.293324251
"20G",4309,"Sapotaceae","Chrysophyllum","sanguinolentum","Chrysophyllum sanguinolentum","Tree",15.11,21.96,0.61,0.037875167,1,0,"No",0.688069217
"20G",4310,"Malvaceae","Cola","nitida","Cola nitida","Tree",11.65,35.11,0.6,0.096816982,1,0,"No",0.331814298
"20G",4311,"Malvaceae","Theobroma","cacao","Theobroma cacao","Shrub",6,13.21,0.43,0.01370552,1,0,"No",0.454201363
"20G",4312,"Malvaceae","Theobroma","cacao","Theobroma cacao","Shrub",7.64,17.10200573,0.43,0.022971216,2,1,"Yes",0.446731227
"20G",4313,"Malvaceae","Theobroma","cacao","Theobroma cacao","Shrub",7.24,23.70909952,0.43,0.044148912,3,1,"Yes",0.305367987
"20G",4316,"Fabaceae","Vatairea","guianensis","Vatairea guianensis","Tree",21,95.05,0.66,0.709568167,1,0,"No",0.220936349
"20G",4317,"Malvaceae","Sterculia","apetala","Sterculia apetala","Tree",15.77,19.07,0.35,0.028562174,1,0,"No",0.82695333
"20G",4319,NA,NA,NA,NA,"Tree",17.45,30.56,0.62,0.073349403,1,0,"No",0.571007853
"20G",4320,"Fabaceae","Paloue","speciosa","Paloue speciosa","Tree",19.45,43.93,0.82,0.151569664,1,0,"No",0.442749829
"20G",4321,"Lecythidaceae","Gustavia","augusta","Gustavia augusta","Tree",9.68,18.46,0.63,0.026764139,1,0,"No",0.524377031
"20G",4322,"Malvaceae","Sterculia",NA,NA,"Tree",32,99.31,0.4,0.774597062,1,0,"No",0.322223341
"20G",4325,"Fabaceae","Paloue","speciosa","Paloue speciosa","Tree",6.8,15.69810817,0.82,0.019354614,2,1,"Yes",0.433173216
"20G",4326,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",26.59,66.53,0.47,0.347636147,1,0,"No",0.399669322
"20G",4327,"Fabaceae","Dipteryx","punctata","Dipteryx punctata","Tree",18.22,26.42,0.92,0.05482208,1,0,"No",0.689629069
"20G",4328,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",26.83,75.44,0.47,0.4469853,1,0,"No",0.355646872
"20G",4329,"Caricaceae",NA,NA,NA,"Shrub/tree",18.75,29.92,0.62,0.070309346,1,0,"No",0.626671123
