"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","area_basal","n_caule","multicaule","multicaule_l","rel_hd"
"36C",7239,"Lamiaceae","Aegiphila","brachiata","Aegiphila brachiata","Tree",13.76,20.44,0.62,0.032813433,1,0,"No",0.673189824
"36C",7240,NA,NA,NA,NA,"Tree",6.04,32.31278694,0.62,0.082004695,2,1,"Yes",0.186922905
"36C",7241,NA,NA,NA,NA,"Tree",12.85,43.48,0.62,0.14848034,1,0,"No",0.295538178
"36C",7242,NA,NA,NA,NA,"Tree",12.36,17,0.62,0.022698007,1,0,"No",0.727058824
"36C",7243,NA,NA,NA,NA,"Tree",5.61,13.43,0.62,0.014165826,1,0,"No",0.417721519
"36C",7244,"Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","Tree",13.83,43.35,0.59,0.14759379,1,0,"No",0.319031142
"36C",7245,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",5.24,11.27,0.78,0.00997557,1,0,"No",0.464951198
"36C",7246,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",5.5,10.5,0.78,0.008659015,1,0,"No",0.523809524
"36C",7248,"Fabaceae","Castanospermum","australe","Castanospermum australe","Tree",10.89,38.8,0.6,0.118236981,1,0,"No",0.280670103
"36C",7249,"Bignoniaceae","Tabebuia","rosea","Tabebuia rosea","Tree",17.6,56.02,0.54,0.246476825,1,0,"No",0.314173509
"36C",7250,"Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","Tree",9.35,38.32,0.59,0.115329626,1,0,"No",0.243997912
"36C",7251,NA,NA,NA,NA,"Tree",9.5,43.13,0.62,0.146099523,1,0,"No",0.220264317
"36C",7252,"Bignoniaceae","Spathodea","campanulata","Spathodea campanulata","Tree",13.39,29.79,0.22,0.069699697,1,0,"No",0.449479691
"37A",7253,"Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Tree",6.51,62.13,0.52,0.303174443,1,0,"No",0.104780299
"37A",7254,"Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Tree",13.43,42.3,0.52,0.140530508,1,0,"No",0.31749409
"37A",7255,"Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Tree",7.52,30.72,0.48,0.07411947,1,0,"No",0.244791667
"37A",7256,"Fabaceae","Amburana","cearensis","Amburana cearensis","Tree",14.41,47.78,0.51,0.179300777,1,0,"No",0.301590624
"37A",7258,"Bignoniaceae","Handroanthus","ochraceus","Handroanthus ochraceus","Tree",7.59,24.67,0.76,0.047800031,1,0,"No",0.307661127
"37A",7259,"Myrtaceae","Psidium","guajava","Psidium guajava","Tree",5.6,16.3,0.65,0.020867244,1,0,"No",0.343558282
"37A",7260,"Sapotaceae",NA,NA,NA,"Tree",19.5,33.42,0.8,0.087720838,1,0,"No",0.583482944
"37A",7263,"Vochysiaceae","Qualea","dichotoma","Qualea cordata","Tree",20.09,31.31836841,0.65,0.077035009,2,1,"Yes",0.641476584
"37A",7264,NA,NA,NA,NA,"Tree",23.53,66.84,0.62,0.350883353,1,0,"No",0.35203471
"37A",7265,"Myrtaceae","Myrciaria",NA,NA,"Tree",8.27,25.87634827,0.7,0.052589114,3,1,"Yes",0.319596873
"37A",7266,"Fabaceae","Amburana","cearensis","Amburana cearensis","Tree",10.79,27.82,0.51,0.060786079,1,0,"No",0.387850467
"37A",7268,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides","Tree",20.92,43.04,0.91,0.145490423,1,0,"No",0.48605948
"37A",7269,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",19.37,37.56,0.37,0.110800329,1,0,"No",0.5157082
"37A",7271,"Bignoniaceae","Tabebuia","aurea","Tabebuia aurea","Tree",6.25,13.81,0.76,0.014978807,1,0,"No",0.452570601
"37A",7272,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","Tree",9.29,25.78,0.29,0.052198222,1,0,"No",0.360356866
"37A",7273,"Calophyllaceae","Calophyllum","inophyllum","Calophyllum inophyllum","Tree",29.01,117.27,0.58,1.080099417,1,0,"No",0.247377846
"37A",7274,"Fabaceae","Amburana","cearensis","Amburana cearensis","Tree",22.18,27.85,0.51,0.060917249,1,0,"No",0.796409336
"37A",7275,"Fabaceae","Chamaecrista","ensiformis","Chamaecrista ensiformis","Tree",15.1,52.22513092,0.63,0.214214545,3,1,"Yes",0.289132832
"37A",7276,"Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Tree",14.02,35.11,0.48,0.096816982,1,0,"No",0.399316434
"37A",7279,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","Tree",14.79,21.17,0.43,0.035199103,1,0,"No",0.698630137
"37A",7280,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",11.54,27.27498671,0.76,0.058427725,2,1,"Yes",0.423098281
"37A",7282,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","Tree",20.11,34.85,1.07,0.095388374,1,0,"No",0.577044476
"37A",7283,"Lauraceae","Nectandra","puberula","Nectandra puberula","Tree",8.22,20.72,0.58,0.033718588,1,0,"No",0.396718147
"37A",7284,"Rutaceae","Clausena","excavata","Clausena excavata","Tree",9.23,32.21483509,0.48,0.081508276,2,1,"Yes",0.286513961
"37A",7286,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Tree",20.56,50.96,0.47,0.203961746,1,0,"No",0.403453689
"37A",7290,"Fabaceae","Chamaecrista","ensiformis","Chamaecrista ensiformis","Tree",16.19,63.81017317,0.63,0.31979357,3,1,"Yes",0.253721299
"37A",7293,"Arecaceae","Archontophoenix","alexandrae","Archontophoenix alexandrae","Palm",18.94,26.52,0.83,0.05523787,1,0,"No",0.714177979
"37A",7294,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",15.77,19.74,0.75,0.030604422,1,0,"No",0.798885512
"37A",7297,"Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Tree",7.4,11.17,0.56,0.009799326,1,0,"No",0.662488809
"37A",7298,"Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Tree",7.4,12.8,0.56,0.012867964,1,0,"No",0.578125
"37A",7299,"Anacardiaceae","Anacardium","occidentale","Anacardium occidentale","Tree",10.59,35.49,0.42,0.098924048,1,0,"No",0.298393914
"37A",7300,"Meliaceae","Cedrela","odorata","Cedrela odorata","Tree",20.54,56.44,0.44,0.250186511,1,0,"No",0.363926293
"37A",7302,"Lecythidaceae","Lecythis",NA,NA,"Tree",11.55,44.34,0.88,0.154412075,1,0,"No",0.260487145
"37A",7306,"Rutaceae","Clausena","excavata","Clausena excavata","Tree",10.33,15.66,0.48,0.019260759,1,0,"No",0.659642401
"37A",7311,"Combretaceae","Terminalia","argentea","Terminalia argentea","Tree",19.53,55.12488549,0.62,0.238663103,2,1,"Yes",0.35428645
"37A",7313,"Nyctaginaceae","Neea","madeirana","Neea madeirana","Tree",13.08,12.06,0.64,0.011423114,1,0,"No",1.084577114
"37A",7314,"Bignoniaceae","Handroanthus","ochraceus","Handroanthus ochraceus","Tree",13.08,22.31,0.76,0.039092102,1,0,"No",0.586284177
"37A",7317,"Ebenaceae","Diospyros","sericea","Diospyros sericea","Tree",11.31,15.51284951,0.68,0.018900489,2,1,"Yes",0.729073017
"37A",7319,"Ebenaceae","Diospyros","sericea","Diospyros sericea","Tree",17.61,42.02,0.68,0.138676214,1,0,"No",0.419086149
"37A",7320,"Rubiaceae","Alibertia","edulis","Alibertia edulis","Tree",14.54,26.74,0.76,0.056158136,1,0,"No",0.543754675
"37A",7321,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",11.62,30.47544093,0.76,0.072944051,2,1,"Yes",0.381290628
"37A",7322,"Lecythidaceae","Lecythis",NA,NA,"Tree",12.08,14.32,0.88,0.016105563,1,0,"No",0.843575419
"37A",7323,"Rutaceae","Clausena","excavata","Clausena excavata","Tree",11.07,10.5,0.48,0.008659015,1,0,"No",1.054285714
"37A",7329,"Rutaceae","Clausena","excavata","Clausena excavata","Tree",13.39,30.38973511,0.48,0.072534348,2,1,"Yes",0.440609303
"37A",7331,"Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","Tree",11.23,23.37449679,0.42,0.042911572,4,1,"Yes",0.48043815
"37A",7332,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",16.6,67.30143089,0.53,0.355744732,2,1,"Yes",0.246651517
"37A",7333,NA,NA,NA,NA,"Tree",14.99,29.32,0.62,0.067517727,1,0,"No",0.511255116
"37A",7334,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",16.15,56.75,0.76,0.252942387,1,0,"No",0.284581498
"37A",7338,"Rutaceae","Clausena","excavata","Clausena excavata","Tree",19.74,48.7,0.48,0.186272097,1,0,"No",0.405338809
"37A",7339,NA,NA,NA,NA,"Tree",15.39,18.62,0.62,0.0272301,1,0,"No",0.826530612
"37A",7343,"Bignoniaceae","Markhamia","obtusifolia","Markhamia obtusifolia","Tree",14.54,29.13027978,0.59,0.066646783,2,1,"Yes",0.499136984
"37A",7350,"Fabaceae","Senna","silvestris","Senna silvestris","Tree",10.1,16.45854186,0.6,0.021275148,2,1,"Yes",0.613663111
"37A",7351,"Celastraceae","Monteverdia",NA,NA,"Tree",10.14,14.01,0.62,0.015415803,1,0,"No",0.723768737
"37A",7353,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",25.92,57.39,0.75,0.258679689,1,0,"No",0.451646628
"37A",7357,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",7,10.66,0.75,0.008924919,1,0,"No",0.656660413
"37A",7359,NA,NA,NA,NA,"Tree",13.59,15.6,0.62,0.01911345,1,0,"No",0.871153846
"37A",7364,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",6.54,20.14885853,0.75,0.03188532,2,1,"Yes",0.324584144
"37A",7365,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",8.97,18.14,0.75,0.025844281,1,0,"No",0.494487321
"37A",7367,"Myrtaceae","Myrcia","carioca","Myrcia carioca",NA,4.77,37.91716498,0.62,0.112917589,2,1,"Yes",0.125800544
"37A",7369,NA,NA,NA,NA,"Tree",7.61,27.88644115,0.62,0.061076771,3,1,"Yes",0.272892477
"37A",7371,NA,NA,NA,NA,"Tree",5.45,15.6,0.62,0.01911345,1,0,"No",0.349358974
"37A",7372,NA,NA,NA,NA,"Tree",21.47,129.87,0.62,1.324669578,1,0,"No",0.165319165
"37A",7373,NA,NA,NA,NA,"Tree",13.81,21.2,0.62,0.035298935,1,0,"No",0.651415094
"37A",7374,"Myrtaceae","Myrcia","carioca","Myrcia carioca","Tree",9.9,24.57647859,0.78,0.047438308,4,1,"Yes",0.402824187
"37A",7375,"Fabaceae","Enterolobium",NA,NA,"Tree",14.22,29.67,0.51,0.069139299,1,0,"No",0.479271992
"37A",7376,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",6.84,65.35,0.75,0.335413907,1,0,"No",0.104667177
"37A",7377,NA,NA,NA,NA,"Tree",22.84,106.67,0.62,0.893664428,1,0,"No",0.214118309
"37A",7378,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",23.62,63.03,0.75,0.312021482,1,0,"No",0.374742186
"37A",7382,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",21.9,34.7,0.75,0.094569007,1,0,"No",0.631123919
"37A",7386,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",13.22,25.94,0.76,0.052848154,1,0,"No",0.509637625
"37A",7387,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",23.16,57.87,0.75,0.263024889,1,0,"No",0.400207361
"37A",7388,"Euphorbiaceae",NA,NA,NA,"Tree",10.38,29.32,0.46,0.067517727,1,0,"No",0.354024557
"37A",7389,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","Tree",8.28,21.8446561,1.07,0.037478336,2,1,"Yes",0.379040071
"37A",7391,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",8.64,16.07,0.75,0.020282507,1,0,"No",0.537647791
"37A",7397,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril","Tree",25.31,93.96,0.74,0.693387323,1,0,"No",0.269369945
"37A",7398,NA,NA,NA,NA,"Tree",15.09,34.7,0.62,0.094569007,1,0,"No",0.434870317
"37A",7399,"Malvaceae","Heliocarpus","popayanensis","Heliocarpus americanus","Tree",23.33,68.96654986,0.84,0.373565604,2,1,"Yes",0.338279935
"37A",7408,NA,NA,NA,NA,"Tree",6.66,26.9,0.62,0.056832197,1,0,"No",0.247583643
"37A",7410,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",7.2,19.69261791,0.62,0.030457678,2,1,"Yes",0.36561924
"37A",7411,"Combretaceae","Terminalia","argentea","Terminalia argentea","Tree",18.63,42.81,0.8,0.143939615,1,0,"No",0.435178697
"37A",7412,"Moraceae","Ficus",NA,NA,"Tree",12.49,27.12,0.62,0.057765595,1,0,"No",0.460545723
"37A",7415,"Fabaceae","Platymiscium",NA,NA,"Tree",8.45,17.28,0.81,0.023451863,1,0,"No",0.48900463
"37A",7416,"Lauraceae","Litsea","glutinosa","Litsea glutinosa","Tree",12.98,48.64,0.44,0.185813393,1,0,"No",0.266858553
"37A",7417,"Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Tree",22.85,84.99,0.52,0.567316663,1,0,"No",0.268855159
"37A",7418,"Bignoniaceae",NA,NA,NA,"Tree",12.81,14.36,0.62,0.016195664,1,0,"No",0.892061281
"37A",7419,"Fabaceae","Platymiscium",NA,NA,"Tree",18.23,77.09,0.81,0.466751769,1,0,"No",0.236476845
"37A",7421,"Bignoniaceae","Handroanthus","ochraceus","Handroanthus ochraceus","Tree",11.53,16.87,0.62,0.022352188,1,0,"No",0.683461766
"37A",7423,"Melastomataceae","Pleroma","granulosum","Pleroma granulosum","Tree",6.79,20.02944333,0.64,0.031508494,2,1,"Yes",0.339000934
"37A",7424,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",12.92,41.67,0.75,0.136375665,1,0,"No",0.310055196
"37A",7428,NA,NA,NA,NA,"Tree",8.82,50.86449941,0.79,0.203198001,6,1,"Yes",0.173401883
"37A",7430,"Fabaceae",NA,NA,NA,"Tree",4.37,13.37,0.72,0.014039534,1,0,"No",0.326851159
"37A",7432,"Malvaceae","Luehea","grandiflora","Luehea grandiflora","Tree",8.26,26.8,0.57,0.056410438,1,0,"No",0.308208955
"37A",7433,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",16.09,42.16102703,0.75,0.139608623,2,1,"Yes",0.38163207
"37A",7435,"Malvaceae","Luehea","grandiflora","Luehea grandiflora","Tree",8.79,20.09,0.57,0.031699306,1,0,"No",0.43753111
"37A",7436,"Malvaceae","Luehea","grandiflora","Luehea grandiflora","Tree",7.72,20.07728318,0.57,0.031659188,2,1,"Yes",0.384514176
"37A",7437,"Fabaceae","Cassia","ferruginea","Cassia ferruginea","Tree",12.02,21.36,0.5,0.03583376,1,0,"No",0.562734082
"37A",7440,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",19.61,63.66,0.75,0.318290114,1,0,"No",0.308042727
"37A",7441,"Bignoniaceae","Handroanthus","serratifolius","Handroanthus serratifolius","Tree",9.67,24.99,0.76,0.049048123,1,0,"No",0.386954782
"37A",7442,"Lamiaceae","Vitex","polygama","Vitex polygama","Tree",7.39,19.89,0.55,0.031071302,1,0,"No",0.371543489
"37A",7446,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Tree",14.01,52.52,0.51,0.216640334,1,0,"No",0.266755522
"37A",7460,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",9.24,25.36203462,0.6,0.050519386,2,1,"Yes",0.364324083
"37A",7461,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",14.12,43.10568408,0.6,0.145934833,2,1,"Yes",0.327567009
"37A",7462,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",10.76,32.30210055,0.6,0.081950463,2,1,"Yes",0.333105272
"37A",7463,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",12.6,34.76,0.6,0.09489633,1,0,"No",0.362485616
"37A",7464,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",13.47,40.52,0.6,0.1289522,1,0,"No",0.33242843
"37A",7465,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",12.17,32.63,0.6,0.08362267,1,0,"No",0.37296966
"37A",7466,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",8.04,20.4,0.6,0.03268513,1,0,"No",0.394117647
"37A",7467,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",7.82,21.01,0.6,0.034669054,1,0,"No",0.372203713
"37B",7471,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",16.5,49.34,0.76,0.191200125,1,0,"No",0.334414268
"37B",7472,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","Tree",5.2,12.29,0.76,0.011862976,1,0,"No",0.423108218
"37B",7473,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",15.97,36.99,0.76,0.107462897,1,0,"No",0.431738308
"37B",7474,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",12.46,27.25,0.76,0.058320722,1,0,"No",0.457247706
"37B",7475,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",16.99,40.23,0.76,0.127112994,1,0,"No",0.422321651
"37B",7476,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",13.4,31.51,0.76,0.077980621,1,0,"No",0.425261822
"37B",7477,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",12.54,26.61,0.76,0.055613423,1,0,"No",0.471251409
"37B",7478,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",12.67,32.79,0.76,0.084444762,1,0,"No",0.386398292
"37B",7479,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",15.66,36.76,0.76,0.106130665,1,0,"No",0.426006529
"37B",7480,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",13.2,33.36,0.76,0.087406145,1,0,"No",0.395683453
"37B",7481,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",12.64,25.02,0.76,0.049165956,1,0,"No",0.505195843
"37B",7483,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14.42,29.54,0.76,0.068534755,1,0,"No",0.488151659
"37B",7484,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",12.58,33.93,0.76,0.090418563,1,0,"No",0.370763336
"37B",7485,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",16.06,55.86,0.76,0.245070899,1,0,"No",0.287504475
"37C",7486,"Arecaceae","Roystonea","borinquena","Roystonea borinquena","Palm",14.9,59.59,0.52,0.278892382,1,0,"No",0.250041953
"37C",7490,"Fabaceae","Cassia","leptophylla","Cassia leptophylla","Tree",14.56,42.88,0.74,0.14441072,1,0,"No",0.339552239
"37C",7493,"Fabaceae","Zygia","inaequalis","Zygia inaequalis","Tree",6.41,25.59,0.82,0.05143165,1,0,"No",0.250488472
"37C",7495,"Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Tree",9.8,39.09,0.89,0.120011046,1,0,"No",0.250703505
"37C",7496,"Nyctaginaceae","Bougainvillea","glabra","Bougainvillea glabra","Shrub",6.19,34.68434805,0.56,0.094483713,4,1,"Yes",0.178466667
"38A",7550,"Asparagaceae","Yucca","aloifolia","Yucca aloifolia",NA,3.81,10.5,0.62,0.008659015,1,0,"No",0.362857143
"38A",7554,"Asparagaceae","Beaucarnea","recurvata","Beaucarnea recurvata","Tree",5.06,14.64,0.62,0.016833407,1,0,"No",0.345628415
"39A",7612,"Bignoniaceae","Tabebuia","rosea","Tabebuia rosea","Tree",13.5,73.21,0.54,0.420950176,1,0,"No",0.184401038
"39A",7615,"Cordiaceae","Cordia","superba","Cordia superba","Tree",9.58,31.04,0.51,0.075671668,1,0,"No",0.308634021
"39A",7617,"Bignoniaceae","Parmentiera","aculeata","Parmentiera aculeata","Tree",9.15,21.96,0.64,0.037875167,1,0,"No",0.416666667
"39A",7618,"Bignoniaceae","Tabebuia","rosea","Tabebuia rosea","Tree",12.41,41.06,0.54,0.13241213,1,0,"No",0.302240623
"39A",7622,"Bignoniaceae","Kigelia","africana","Kigelia africana","Tree",15.21,55.7,0.56,0.243668995,1,0,"No",0.273070018
"39A",7625,"Bignoniaceae","Kigelia","africana","Kigelia africana","Tree",10.21,24.22,0.56,0.046072116,1,0,"No",0.421552436
"39A",7628,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","Tree",10.09,15.6,0.81,0.01911345,1,0,"No",0.646794872
"39A",7629,"Bignoniaceae","Tabebuia","aurea","Tabebuia aurea","Tree",21.91,54.49,0.76,0.233197289,1,0,"No",0.402092127
"39A",7630,NA,NA,NA,NA,"Tree",23.6,39.92,0.62,0.125161554,1,0,"No",0.591182365
"39A",7631,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",16.12,32.18,0.76,0.081332095,1,0,"No",0.500932256
"39A",7632,"Bignoniaceae","Kigelia","africana","Kigelia africana","Tree",15.38,40.74,0.56,0.130356272,1,0,"No",0.377515955
"39A",7634,"Bignoniaceae","Tecomaria","capensis","Tecomaria capensis","Tree",11.4,30.21,0.81,0.0716789,1,0,"No",0.377358491
"39A",7637,"Malvaceae","Cavanillesia","umbellata","Cavanillesia umbellata","Tree",22.77,78.05,0.21,0.47844905,1,0,"No",0.291736067
"39A",7639,"Euphorbiaceae","Alchornea","trewioides","Alchornea trewioides","Tree",9.34,27.69,0.41,0.060219312,1,0,"No",0.337305887
"39B",7642,"Bignoniaceae","Tabebuia","aurea","Tabebuia aurea","Tree",17.56,82.7,0.76,0.53715658,1,0,"No",0.212333736
"39B",7643,NA,NA,NA,NA,"Tree",14.36,24.37753474,0.62,0.046673401,2,1,"Yes",0.589066948
"39B",7644,"Bignoniaceae","Handroanthus",NA,NA,"Tree",12.1,24.83,0.62,0.048422067,1,0,"No",0.487313733
"39B",7645,"Bignoniaceae","Markhamia","lutea","Markhamia lutea","Tree",14.51,60.66147459,0.43,0.289011955,2,1,"Yes",0.239196295
"39B",7647,"Bignoniaceae",NA,NA,NA,"Tree",9.69,17.98,0.64,0.025390383,1,0,"No",0.538932147
"39B",7648,"Bignoniaceae","Markhamia","obtusifolia","Markhamia obtusifolia","Tree",10.3,15.15,0.59,0.018026655,1,0,"No",0.679867987
"39B",7649,"Myrtaceae","Syzygium","cumini","Syzygium cumini","Tree",15.98,51.25,0.65,0.206289736,1,0,"No",0.311804878
"39B",7650,"Arecaceae","Acrocomia","intumescens","Acrocomia intumescens","Palm",17.92,34.22,0.54,0.091970785,1,0,"No",0.523670368
"39B",7651,"Arecaceae","Acrocomia","intumescens","Acrocomia intumescens","Palm",17.57,25.91,0.54,0.052725986,1,0,"No",0.678116557
"39B",7652,"Myrtaceae","Syzygium","cumini","Syzygium cumini","Tree",16.6,52.27,0.65,0.214582787,1,0,"No",0.317581787
"39C",7653,"Fabaceae","Peltophorum","dubium","Peltophorum dubium","Tree",15.32,83.21,0.74,0.543802156,1,0,"No",0.184112486
"39D",7655,"Myrtaceae",NA,NA,NA,"Tree",4.4,11.14,0.76,0.00974676,1,0,"No",0.39497307
"39D",7665,"Rutaceae","Clausena","excavata","Clausena excavata","Tree",18.58,27.25,0.48,0.058320722,1,0,"No",0.681834862
"39D",7667,"Bignoniaceae","Tabebuia","gemmiflora","Tabebuia gemmiflora","Tree",6.35,28.4754719,0.6,0.063684206,2,1,"Yes",0.222998938
"39D",7669,"Fabaceae",NA,NA,NA,"Tree",7.85,16.42,0.72,0.021175623,1,0,"No",0.478075518
"39D",7670,"Fabaceae",NA,NA,NA,"Tree",12.76,17.28,0.72,0.023451863,1,0,"No",0.738425926
"39D",7671,NA,NA,NA,NA,"Tree",7.14,11.46,0.62,0.01031476,1,0,"No",0.623036649
"39D",7677,"Melastomataceae","Pleroma","granulosum","Pleroma granulosum","Tree",5.68,21.8,0.62,0.037325262,1,0,"No",0.260550459
"39D",7678,NA,NA,NA,NA,"Tree",17.15,26.64,0.64,0.055738891,1,0,"No",0.643768769
"39D",7679,"Cordiaceae","Cordia","trichotoma","Cordia trichotoma","Tree",9.85,36.79937228,0.63,0.106358132,3,1,"Yes",0.267667609
"39D",7680,"Rhamnaceae",NA,NA,NA,"Tree",13.16,20.82,0.62,0.034044843,1,0,"No",0.632084534
"39D",7684,"Fabaceae",NA,NA,NA,"Tree",6.5,23.33234022,0.72,0.042756927,2,1,"Yes",0.278583286
