"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","n_caule","multicaule","multicaule_l","rel_hd","area_basal"
"33A",6835,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",14.32,26.96,0.6,1,0,"No",0.531157270029674,0.0570860057720863
"33A",6836,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",11.15,51.88,0.6,1,0,"No",0.214919043947571,0.211392617448105
"33B",6837,"BIGNONIACEAE","Handroanthus","impetiginosus","Handroanthus impetiginosus","Tree",16.94,40.74,0.76,1,0,"No",0.415807560137457,0.130356271674332
"33B",6838,"LEGUMINOSAE","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",28,98.68,0.75,1,0,"No",0.283745439805432,0.764800499659746
"33B",6839,"POLYGONACEAE","Triplaris","americana","Triplaris americana","Tree",9.54,13.85,0.51,1,0,"No",0.688808664259928,0.0150657039198307
"33B",6840,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.2,32.4,0.76,1,0,"No",0.283950617283951,0.0824479576008105
"33B",6841,"LYTHRACEAE","Lafoensia","vandelliana","Lafoensia vandelliana","Tree",18,78.092993923911,0.62,2,1,"Yes",0.23049442844435,0.47897630302305
"33B",6842,"COMBRETACEAE","Terminalia","acuminata","Terminalia acuminata","Tree",28.11,97.21,0.96,1,0,"No",0.28916778109248,0.742184307664241
"33B",6843,"INDETERMINADA",NA,NA,"NA NA","Tree",16.35,44.24,0.62,1,0,"No",0.369575045207957,0.153716369248263
"33B",6844,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",16.3,28.33,0.76,1,0,"No",0.575361807271444,0.0630351848023178
"33B",6845,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",10.64,40.43,0.6,1,0,"No",0.263170912688598,0.12837999783772
"33B",6846,"CANELLACEAE","Cinnamodendron","axillare","Cinnamodendron axillare","Tree",12.31,34.06,0.62,1,0,"No",0.361421021726365,0.09111275288275
"33B",6847,"LEGUMINOSAE","Samanea","saman","Samanea saman","Tree",27.73,224.54,0.5,1,0,"No",0.12349692705086,3.95983707924239
"33B",6848,"LEGUMINOSAE","Barnebydendron","riedelii","Barnebydendron riedelii","Tree",18.54,35.33,0.72,1,0,"No",0.524766487404472,0.0980340977596349
"33B",6849,"LEGUMINOSAE","Luetzelburgia","trialata","Luetzelburgia trialata","Tree",10.95,39.63,0.67,1,0,"No",0.276305828917487,0.123349679680792
"33B",6850,"LECYTHIDACEAE",NA,NA,"NA NA","Tree",13.45,37.56,0.66,1,0,"No",0.358093716719915,0.110800328644634
"33B",6851,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",23.86,44.56,0.68,1,0,"No",0.535457809694794,0.155948156669373
"33B",6852,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",16.72,35.17,0.76,1,0,"No",0.475405174864942,0.0971481686313226
"33B",6853,"LEGUMINOSAE","Barnebydendron","riedelii","Barnebydendron riedelii","Tree",12.13,42.4,0.72,1,0,"No",0.286084905660377,0.14119574022294
"33B",6854,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",18.36,50.29,0.89,1,0,"No",0.365082521376019,0.198633800721769
"33B",6855,"APOCYNACEAE","Geissospermum","laeve","Geissospermum laeve","Tree",10.9,34.7,0.76,1,0,"No",0.314121037463977,0.0945690074565234
"33B",6856,"INDETERMINADA",NA,NA,"NA NA","Tree",21.59,34.06,0.62,1,0,"No",0.633881385789783,0.09111275288275
"33B",6859,"APOCYNACEAE","Aspidosperma","parvifolium","Aspidosperma parvifolium","Tree",16.05,43.93,0.71,1,0,"No",0.365353972228545,0.151569664010193
"33B",6861,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",16.36,28.01,0.6,1,0,"No",0.584077115315959,0.0616192061614918
"33C",6865,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",14.08,44.4,0.6,1,0,"No",0.317117117117117,0.154830252339519
"33C",6866,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14.66,44.95,0.76,1,0,"No",0.326140155728587,0.158689895263995
"33C",6867,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",12.88,42.21,0.76,1,0,"No",0.30514096185738,0.139933141989444
"33C",6868,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.18,30.91,0.76,1,0,"No",0.296991264962795,0.0750391474998314
"33C",6869,"SAPINDACEAE","Tripterodendron","filicifolium","Tripterodendron filicifolium","Tree",13.05,34.4846995057228,0.75,2,1,"Yes",0.378428699888608,0.0933991176222347
"33C",6870,"APOCYNACEAE","Geissospermum","laeve","Geissospermum laeve","Tree",11.04,64.33,0.76,1,0,"No",0.171615109591171,0.325025162555785
"33C",6871,"PROTEACEAE","Roupala","macrophylla","Roupala macrophylla","Tree",12.14,31.19,0.84,1,0,"No",0.389227316447579,0.0764047978263468
"33C",6872,"LEGUMINOSAE","Pterocarpus","rohrii","Pterocarpus rohrii","Tree",15.52,67.61,0.41,1,0,"No",0.229551841443573,0.359014304802385
"33C",6873,"BIGNONIACEAE","Tabebuia","pallida","Tabebuia pallida","Tree",10.71,18.33,0.58,1,0,"No",0.584288052373159,0.0263885064981929
"33C",6874,"BIGNONIACEAE","Tabebuia","aurea","Tabebuia aurea","Tree",5.21,12.38,0.76,1,0,"No",0.420840064620355,0.0120373578274212
"33C",6875,"BORAGINACEAE","Cordia","trichotoma","Cordia trichotoma","Tree",16.12,51.06,0.56,1,0,"No",0.315707011359185,0.204763008719014
"33C",6876,"LEGUMINOSAE","Platycyamus","regnellii","Platycyamus regnellii","Tree",8.44,14.51,0.81,1,0,"No",0.581667815299793,0.0165357807861515
"33C",6877,"INDETERMINADA",NA,NA,"NA NA","Tree",12.5,29.63,0.62,1,0,"No",0.421869726628417,0.0689530028838849
"33C",6878,"LEGUMINOSAE","Cenostigma","pluviosum","Cenostigma pluviosum","Tree",8.1,10.19,0.89,1,0,"No",0.794896957801766,0.00815526822343538
"34A",6886,"LEGUMINOSAE","Swartzia","flaemingii","Swartzia flaemingii","Tree",7.56,22.6,0.84,1,0,"No",0.334513274336283,0.0401149965936881
"34A",6887,"LEGUMINOSAE","Zollernia","ilicifolia","Zollernia ilicifolia","Tree",9.3,19.74,1.05,1,0,"No",0.47112462006079,0.0306044217375491
"34A",6888,"LAURACEAE","Cinnamomum","verum","Cinnamomum verum","Tree",12.61,33.26,0.5,1,0,"No",0.37913409500902,0.0868829125339567
"34A",6889,"BIGNONIACEAE","Handroanthus","incanus","Handroanthus incanus","Tree",4.75,10.66,0.76,1,0,"No",0.445590994371482,0.00892491915365671
"34A",6890,"LEGUMINOSAE","Poecilanthe","falcata","Poecilanthe falcata","Tree",5.95,18.3,0.72,1,0,"No",0.325136612021858,0.0263021990940171
"34A",6891,"BIGNONIACEAE","Tabebuia","gemmiflora","Tabebuia gemmiflora","Tree",11.69,31.83,0.6,1,0,"No",0.367263587810242,0.0795725285308145
"34A",6894,"ARECACEAE","Archontophoenix","alexandrae","Archontophoenix alexandrae","Arborescent",5.1,23.8121397610547,0.54,2,1,"Yes",0.21417646843906,0.0445334895813294
"34A",6895,"ANACARDIACEAE","Spondias",NA,"Spondias NA","Tree",11.77,25.46,0.35,1,0,"No",0.46229379418696,0.0509104200132921
"34A",6897,"LAURACEAE","Cinnamomum","verum","Cinnamomum verum","Tree",5.7,37.1208687937123,0.5,2,1,"Yes",0.153552440587422,0.108224638929717
"34A",6901,"ARECACEAE","Archontophoenix","cunninghamiana","Archontophoenix cunninghamiana","Arborescent",13.66,27.63,0.54,1,0,"No",0.494390155627941,0.0599586231166573
"34A",6903,"LAURACEAE","Cinnamomum","verum","Cinnamomum verum","Tree",5.6,11.14,0.5,1,0,"No",0.502692998204668,0.0097467597918358
"34A",6904,"BIGNONIACEAE","Handroanthus","ochraceus","Handroanthus ochraceus","Tree",9.21,23.5568970791995,0.76,4,1,"Yes",0.390968299816206,0.0435838960778921
"34A",6905,"LEGUMINOSAE","Poeppigia","procera","Poeppigia procera","Tree",19.52,48.38,0.78,1,0,"No",0.403472509301364,0.183832210496325
"34A",6907,"LEGUMINOSAE","Poeppigia","procera","Poeppigia procera","Tree",15.14,29.09,0.78,1,0,"No",0.520453764180131,0.0664625995555312
"34A",6908,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.88,17.09,0.48,1,0,"No",0.578115857226448,0.0229389749326982
"34A",6911,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",7.58,17.35,0.6,1,0,"No",0.436887608069164,0.0236422518641308
"34A",6913,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",11.01,23.55,0.54,1,0,"No",0.467515923566879,0.0435583784915633
"34A",6914,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",11.53,23.87,0.54,1,0,"No",0.483033095936322,0.0447501730806292
"34A",6915,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",10.25,23.78,0.54,1,0,"No",0.431034482758621,0.0444133550782562
"34A",6916,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",13.2,18.21,0.76,1,0,"No",0.724876441515651,0.0260441251115064
"34A",6917,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.5,20.05,0.76,1,0,"No",0.523690773067332,0.0315732025181183
"34A",6918,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",8.73,23.24,0.54,1,0,"No",0.375645438898451,0.042419166309537
"34A",6920,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",9.92,24.19,0.54,1,0,"No",0.410086812732534,0.0459580526240814
"34A",6921,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.95,21.2,0.76,1,0,"No",0.516509433962264,0.0352989350557349
"34A",6922,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",10.73,25.94,0.54,1,0,"No",0.413646877409406,0.0528481543620263
"34A",6923,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",10.63,23.55,0.54,1,0,"No",0.451380042462845,0.0435583784915633
"34A",6924,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",9.33,23.94,0.54,1,0,"No",0.389724310776942,0.0450130222839734
"34A",6925,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",9.3,22.6,0.54,1,0,"No",0.411504424778761,0.0401149965936881
"34A",6926,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.71,16.01,0.76,1,0,"No",0.66895690193629,0.020131333578185
"34A",6927,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",8.5,22.92,0.54,1,0,"No",0.370855148342059,0.0412590389744193
"34A",6929,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.33,12.41,0.76,1,0,"No",0.832393231265109,0.0120957678888331
"34A",6930,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",10.76,21.96,0.54,1,0,"No",0.489981785063752,0.0378751666953847
"34A",6931,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",8.78,22.15,0.54,1,0,"No",0.396388261851016,0.0385334010421465
"34A",6933,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",17,39.79,0.55,1,0,"No",0.427243025885901,0.124347700834985
"34A",6934,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",17,89.76,0.55,1,0,"No",0.189393939393939,0.632784116179477
"34A",6935,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",17,79.9,0.55,1,0,"No",0.212765957446808,0.501398972911094
"34A",6937,"LAURACEAE","Cinnamomum","verum","Cinnamomum verum","Tree",7.51,36.61,0.5,1,0,"No",0.205135208959301,0.105266295375611
"34A",6938,"LAURACEAE","Cinnamomum","verum","Cinnamomum verum","Tree",6.8,21.01,0.5,1,0,"No",0.323655402189434,0.0346690535826718
"34A",6939,"ARECACEAE","Archontophoenix","cunninghamiana","Archontophoenix cunninghamiana","Arborescent",14.68,30.08,0.54,1,0,"No",0.488031914893617,0.0710633284790257
"34A",6940,"MELIACEAE","Guarea","macrophylla","Guarea macrophylla","Tree",14.53,28.97,0.52,1,0,"No",0.501553331032102,0.0659153969471289
"34B",6942,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14.92,33.9,0.76,1,0,"No",0.440117994100295,0.0902587423357981
"34B",6943,"LEGUMINOSAE","Machaerium","obovatum","Machaerium obovatum","Tree",6.8,11.46,0.73,1,0,"No",0.593368237347295,0.0103147597436048
"34B",6944,"LEGUMINOSAE","Senna","cana","Senna cana","Tree",7,20.7695570487192,0.6,2,1,"Yes",0.337031742351563,0.0338800740036493
"34B",6945,"LAURACEAE","Persea","americana","Persea americana","Tree",10.95,44.72,0.6,1,0,"No",0.244856887298748,0.157070082237823
"34B",6946,"LEGUMINOSAE","Machaerium","nyctitans","Machaerium nyctitans","Tree",14.22,55.0214803508593,0.73,2,1,"Yes",0.258444518564792,0.237768557575684
"34B",6947,"LEGUMINOSAE","Machaerium","nyctitans","Machaerium nyctitans","Tree",14.5,45.9495125110158,0.73,2,1,"Yes",0.315563739583174,0.165825645985506
"34B",6951,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",14.73,69.71,0.76,1,0,"No",0.211303973604935,0.38166298871991
"34B",6953,"MELIACEAE","Cedrela","odorata","Cedrela odorata","Tree",15.59,69.71,0.44,1,0,"No",0.223640797590016,0.38166298871991
"34B",6954,"MELIACEAE","Cedrela","odorata","Cedrela odorata","Tree",8.2,19.1,0.44,1,0,"No",0.429319371727749,0.0286521103989023
"34B",6955,"MELIACEAE","Cedrela","odorata","Cedrela odorata","Tree",16.18,31.83,0.44,1,0,"No",0.50832547910776,0.0795725285308145
"34B",6957,"POLYGONACEAE","Triplaris","americana","Triplaris americana","Tree",16,29.6,0.49,1,0,"No",0.54054054054054,0.0688134454842308
"34B",6964,"INDETERMINADA",NA,NA,"NA NA","Tree",13.65,79.39,0.44,1,0,"No",0.171936012092203,0.495018563165268
"34C",6966,"BIGNONIACEAE","Handroanthus",NA,"Handroanthus NA","Tree",8.06,35.97,0.76,1,0,"No",0.224075618571031,0.10161802665885
"34C",6968,"OXALIDACEAE","Averrhoa","carambola","Averrhoa carambola","Tree",7.91,40.81,0.55,1,0,"No",0.193825042881647,0.130804616215908
"34C",6971,"APOCYNACEAE","Thevetia","peruviana","Thevetia peruviana","Shrub",5.33,19.2999481864589,0.72,2,1,"Yes",0.276166544516404,0.0292551391087589
"34C",6972,"ARAUCARIACEAE","Araucaria",NA,"Araucaria NA","Tree",9.21,17.57,0.48,1,0,"No",0.524188958451907,0.0242456261491793
"34C",6973,"SOLANACEAE","Iochroma","arborescens","Iochroma arborescens","Shrub",6.15,10.35,0.62,1,0,"No",0.594202898550725,0.00841338147585431
"34C",6974,"ASPARAGACEAE","Dracaena","reflexa","Dracaena reflexa","Arborescent",7.23,39.4507274964607,0.42,5,1,"Yes",0.183266582362737,0.122236220704544
"34C",6975,"MALVACEAE","Pseudobombax","munguba","Pseudobombax munguba","Tree",23.3,102.88,0.27,1,0,"No",0.226477449455677,0.83128853826179
"34C",6977,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",9.69,38.2,0.6,1,0,"No",0.253664921465969,0.114608441595609
"34C",6979,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.42,11.4,0.76,1,0,"No",0.826315789473684,0.0102070345315132
"34C",6980,"LEGUMINOSAE",NA,NA,"NA NA","Tree",5.34,80.09,0.72,1,0,"No",0.066674990635535,0.503786434102172
"34D",6981,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14.3,50.61,0.76,1,0,"No",0.282552855166963,0.201169694311747
"34D",6983,"MALVACEAE","Eriotheca","pentaphylla","Eriotheca pentaphylla","Tree",13.3,50.48,0.43,1,0,"No",0.263470681458003,0.200137547607354
"34D",6984,"LEGUMINOSAE","Poeppigia","procera","Poeppigia procera","Tree",11.36,33.4963430839846,0.78,2,1,"Yes",0.339141498865036,0.0881220666322754
"34D",6988,"MALVACEAE","Pachira","glabra","Pachira glabra","Tree",9.12,26.74,0.48,1,0,"No",0.341062079281975,0.0561581363818485
"34D",6989,"POLYGONACEAE","Triplaris","weigeltiana","Triplaris weigeltiana","Tree",11.23,59.9051951002582,0.49,3,1,"Yes",0.187462873315166,0.281850529606858
"34D",6993,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",14.29,32.7380176553193,0.51,2,1,"Yes",0.436495579862275,0.0841772315690157
"34D",6995,"BIXACEAE","Bixa","orellana","Bixa orellana","Shrub",3.73,11.46,0.4,1,0,"No",0.325479930191972,0.0103147597436048
"34D",6997,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",17.42,163.17,0.55,1,0,"No",0.106759821045535,2.09107932675292
"34D",6999,"MELIACEAE","Cedrela","odorata","Cedrela odorata","Tree",20,76.52,0.44,1,0,"No",0.261369576581286,0.459875003428198
"34D",7000,"MORACEAE",NA,NA,"NA NA","Tree",20,153.11,0.46,1,0,"No",0.130625040820325,1.84118316124686
"35A",7004,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.18,14.32,0.83,1,0,"No",0.361731843575419,0.0161055632341873
"35A",7005,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.01,20.44,0.83,1,0,"No",0.294031311154599,0.0328134326119208
"35A",7010,"MYRTACEAE","Eugenia","copacabanensis","Eugenia copacabanensis","Tree",6,19.0004342055649,0.73,2,1,"Yes",0.31578225713614,0.0283541696056175
"35A",7020,"MYRTACEAE","Eugenia","ilhensis","Eugenia ilhensis","Tree",7.75,22.31,0.73,1,0,"No",0.347377857463021,0.0390921018796609
"35A",7022,"MYRTACEAE","Eugenia","ilhensis","Eugenia ilhensis","Tree",7.47,20.02,0.73,1,0,"No",0.373126873126873,0.0314787898048963
"35A",7028,"ANACARDIACEAE","Astronium",NA,"Astronium NA","Tree",25.04,70.73,0.87,1,0,"No",0.354022338470239,0.392913723162799
"35A",7035,"POLYGONACEAE","Coccoloba","alnifolia","Coccoloba alnifolia","Tree",8,38.6291573814392,0.69,4,1,"Yes",0.207097450275835,0.117198040712
"35A",7043,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.22,23.7525598620443,0.83,3,1,"Yes",0.261866511909704,0.0443109155958042
"35A",7050,"MYRTACEAE","Myrcia","selloi","Myrcia selloi","Tree",5.47,21.1709234564768,0.78,2,1,"Yes",0.258373235879164,0.0352021740020044
"35A",7051,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.71,12.25,0.83,1,0,"No",0.547755102040816,0.011785881189483
"35A",7056,"ERYTHROXYLACEAE","Erythroxylum","pulchrum","Erythroxylum pulchrum","Tree",10.49,46.41,1.07,1,0,"No",0.226028873087697,0.169165975790362
"35A",7058,"MYRTACEAE","Eugenia","hiraeifolia","Eugenia hiraeifolia","Tree",11.8,55.42,0.73,1,0,"No",0.212919523637676,0.241225338366227
"35A",7060,"POLYGONACEAE","Coccoloba","alnifolia","Coccoloba alnifolia","Tree",7.3,14.71,0.69,1,0,"No",0.496261046906866,0.016994767472841
"35A",7061,"EUPHORBIACEAE","Alchornea","trewioides","Alchornea trewioides","Shrub/tree",12.58,54.75,0.41,1,0,"No",0.229771689497717,0.235428008216906
"35A",7063,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.8,12.73,0.83,1,0,"No",0.534171249018068,0.012727605003323
"35A",7064,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.8,16.71,0.83,1,0,"No",0.406941950927588,0.0219302095316305
"35A",7065,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.8,11.46,0.83,1,0,"No",0.506108202443281,0.0103147597436048
"35A",7066,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.89,10.19,0.83,1,0,"No",0.57801766437684,0.00815526822343538
"35A",7067,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.29,16.9637996922859,0.83,2,1,"Yes",0.370789570385006,0.0226014422179965
"35A",7070,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6,12.35,0.83,1,0,"No",0.48582995951417,0.0119790891376787
"35A",7071,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6,11.17,0.83,1,0,"No",0.53715308863026,0.00979932649091199
"35A",7074,"MYRTACEAE","Myrcia","selloi","Myrcia selloi","Tree",8.08,19.1483080192481,0.78,2,1,"Yes",0.421969397603062,0.0287972284175533
"35A",7075,"MYRTACEAE","Myrcia","selloi","Myrcia selloi","Tree",5.65,10.57,0.78,1,0,"No",0.534531693472091,0.00877485312657636
"35A",7076,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.6,11.62,0.83,1,0,"No",0.481927710843373,0.0106047915773842
"35A",7078,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.61,13.69,0.83,1,0,"No",0.482834185536888,0.0147196260731113
"35A",7080,"BURSERACEAE","Protium","heptaphyllum","Protium heptaphyllum","Tree",6.97,37.1172358884656,0.47,5,1,"Yes",0.187783379693044,0.10820345674125
"35A",7081,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",3.69,10.5,0.83,1,0,"No",0.351428571428571,0.00865901475145687
"35A",7085,"MYRTACEAE","Myrcia","selloi","Myrcia selloi","Tree",4.44,16.7915276255616,0.78,2,1,"Yes",0.264419062935109,0.0221447253319993
"35A",7086,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.8,26.2632480854901,0.83,3,1,"Yes",0.258916946520292,0.054173482346833
"35A",7092,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",8.2,19.8,0.83,1,0,"No",0.414141414141414,0.0307907495978336
"35A",7093,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.7,14.16,0.83,1,0,"No",0.402542372881356,0.0157476729990903
"35A",7094,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.56,25.4447047536418,0.83,2,1,"Yes",0.257813956322724,0.05084926891229
"35A",7097,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.38,16.4138143038113,0.83,2,1,"Yes",0.327772685886349,0.0211596711014846
"35A",7102,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.81,15.6093721846844,0.83,2,1,"Yes",0.372212279344626,0.0191364226007197
"35A",7103,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.23,21.734196557499,0.83,2,1,"Yes",0.286645056490504,0.0371002693054319
"35A",7104,"MYRTACEAE","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.9,13.05,0.83,1,0,"No",0.452107279693487,0.0133755270721994
"35B",7125,"SAPOTACEAE","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","Tree",8.76,28.1431572500315,0.93,2,1,"Yes",0.31126571628669,0.0622064640762274
"35B",7126,"SAPOTACEAE","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","Tree",8.93,26.6539490507504,0.93,2,1,"Yes",0.335034781637679,0.055797277341694
"35B",7127,"SAPOTACEAE","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","Tree",8.8,18.2406935175174,0.93,2,1,"Yes",0.482437797200472,0.0261319954580273
