"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","n_caule","multicaule","multicaule_l","rel_hd","area_basal"
"27C",5336,"LEGUMINOSAE","Cenostigma","pluviosum","Cenostigma pluviosum","Tree",16.87,32.02,0.89,1,0,"No",0.52685821361649,0.0805253343127401
"27C",5338,"POLYGONACEAE","Triplaris","weigeltiana","Triplaris weigeltiana","Tree",11.99,34.4895998817035,0.49,2,1,"Yes",0.347641029212421,0.0934256640801575
"27C",5339,"LEGUMINOSAE","Libidibia","ferrea","Libidibia ferrea","Tree",22.9,66.78,1.17,1,0,"No",0.342917041030249,0.35025368309053
"27C",5343,"POLYGONACEAE","Triplaris","weigeltiana","Triplaris weigeltiana","Tree",16.2,54.11,0.49,1,0,"No",0.299390131214193,0.22995610779659
"27C",5344,"LEGUMINOSAE","Plathymenia","reticulata","Plathymenia reticulata","Tree",11.7,14.9,0.52,1,0,"No",0.785234899328859,0.0174366246255868
"27C",5345,"ANACARDIACEAE","Spondias",NA,"Spondias NA","Tree",29.59,100.2,0.35,1,0,"No",0.295309381237525,0.788542897643692
"27C",5346,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",23.79,41.57,0.55,1,0,"No",0.572287707481357,0.13572189986916
"27C",5348,"LEGUMINOSAE","Schizolobium","parahyba","Schizolobium parahyba","Tree",36.46,119.05,0.49,1,0,"No",0.306257874842503,1.11313715935111
"27C",5349,"ANACARDIACEAE","Spondias","mombin","Spondias mombin","Tree",13.7,42.91,0.62,1,0,"No",0.319272896760662,0.144612858406231
"27C",5350,"APOCYNACEAE","Aspidosperma","pyricollum","Aspidosperma pyricollum","Tree",18.73,30.72,0.75,1,0,"No",0.609700520833333,0.0741194698124378
"27D",5351,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",7.7,22.28,0.76,1,0,"No",0.345601436265709,0.0389870391673432
"27D",5352,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",21.78,145.21,0.55,1,0,"No",0.149989670132911,1.65608617696413
"27D",5354,"LEGUMINOSAE","Schizolobium","parahyba","Schizolobium parahyba","Tree",30.9,88.74,0.49,1,0,"No",0.348208248816768,0.6184843718185
"27D",5355,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",15.38,15.18,0.68,1,0,"No",1.01317523056653,0.0180981183747266
"27D",5356,"LEGUMINOSAE","Swartzia","flaemingii","Swartzia flaemingii","Tree",12.83,41.79,0.84,1,0,"No",0.307011246709739,0.137162257268977
"27D",5357,"MELIACEAE","Cedrela","odorata","Cedrela odorata","Tree",32,124.52,0.44,1,0,"No",0.256986829424992,1.21777794792143
"27D",5358,"MELIACEAE","Cedrela","odorata","Cedrela odorata","Tree",33,98.61,0.44,1,0,"No",0.334651658046851,0.763715841234149
"27D",5359,"LEGUMINOSAE","Saraca","indica","Saraca indica","Tree",5.5,28.2542687040383,0.8,2,1,"Yes",0.19466085134293,0.0626986259813388
"27D",5360,"LEGUMINOSAE","Cassia","leptophylla","Cassia leptophylla","Tree",12.96,39.31,0.74,1,0,"No",0.329687102518443,0.121365701088197
"27D",5361,"MALVACEAE","Ceiba","speciosa","Ceiba speciosa","Tree",14.43,30.88,0.56,1,0,"No",0.46729274611399,0.0748935582422824
"27D",5362,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",14.07,18.14,0.53,1,0,"No",0.775633958103638,0.0258442805488299
"27D",5363,"MALVACEAE","Ceiba","crispiflora","Ceiba crispiflora","Tree",13.02,96.45,0.56,1,0,"No",0.134992223950233,0.730624691831651
"27D",5364,"LEGUMINOSAE","Peltogyne","discolor","Peltogyne discolor","Tree",18.85,29.73,0.79,1,0,"No",0.634039690548268,0.0694192152336777
"27D",5366,"INDETERMINADA",NA,NA,"NA NA","Tree",13.73,42.27,0.62,1,0,"No",0.324816654837947,0.140331244610506
"27D",5367,"LEGUMINOSAE","Platycyamus","regnellii","Platycyamus regnellii","Tree",5.01,24.64,0.81,1,0,"No",0.203327922077922,0.0476838472784227
"27D",5368,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",35.59,159.15,0.25,1,0,"No",0.223625510524662,1.98931321327036
"27D",5369,"MELIACEAE","Khaya","senegalensis","Khaya senegalensis","Tree",33.56,144.77,0.62,1,0,"No",0.23181598397458,1.64606518754956
"27D",5370,"LEGUMINOSAE","Platycyamus","regnellii","Platycyamus regnellii","Tree",10.31,13.37,0.81,1,0,"No",0.771129394166043,0.0140395340954621
"27D",5371,"INDETERMINADA",NA,NA,"NA NA","Tree",5.15,13.37,0.62,1,0,"No",0.385190725504862,0.0140395340954621
"27D",5372,"LEGUMINOSAE","Peltogyne","discolor","Peltogyne discolor","Tree",16.54,36.92,0.79,1,0,"No",0.447995666305525,0.107056555511204
"27D",5373,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",34.18,138.15,0.25,1,0,"No",0.247412233079985,1.49896557791643
"27D",5374,"LEGUMINOSAE","Myroxylon","peruiferum","Myroxylon peruiferum","Tree",13.65,33.3353866034279,0.95,2,1,"Yes",0.409474777130569,0.0872772138279088
"27D",5375,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",23.98,41.38,0.25,1,0,"No",0.57950700821653,0.134484073093737
"27D",5376,"LEGUMINOSAE","Senna","siamea","Senna siamea","Tree",20.2,93.04,0.65,1,0,"No",0.217110920034394,0.679875333419727
"27D",5377,"LEGUMINOSAE","Swartzia","langsdorffii","Swartzia langsdorffii","Tree",23.15,73.78,0.84,1,0,"No",0.313770669558146,0.427530579183531
"27D",5378,"LEGUMINOSAE","Swartzia","langsdorffii","Swartzia langsdorffii","Tree",5.76,19.77,0.84,1,0,"No",0.291350531107739,0.0306975149818566
"27D",5379,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",6.42,30.94,0.76,1,0,"No",0.207498383968972,0.0751848781290498
"27D",5380,"MALVACEAE","Luehea","cymulosa","Luehea cymulosa","Tree",25.14,106.51,0.48,1,0,"No",0.236034175194817,0.890985529542256
"27D",5381,"SAPOTACEAE",NA,NA,"NA NA","Tree",20.65,43.29,0.8,1,0,"No",0.477015477015477,0.147185508630256
"27D",5384,"ANACARDIACEAE","Spondias","venulosa","Spondias venulosa","Tree",15.56,33.52,0.35,1,0,"No",0.464200477326969,0.0882465836571004
"27D",5385,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",19.4,75.5,0.53,1,0,"No",0.256953642384106,0.447696588090631
"27D",5386,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",19.14,31,0.25,1,0,"No",0.61741935483871,0.0754767635024948
"27D",5387,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",8.32,15.28,0.29,1,0,"No",0.544502617801047,0.0183373506552975
"27D",5388,"MALVACEAE","Luehea","conwentzii","Luehea conwentzii","Tree",24.41,74.17,0.62,1,0,"No",0.329108804098692,0.432062365856243
"27D",5390,"BURSERACEAE","Canarium",NA,"Canarium NA","Tree",16.57,46.5,0.48,1,0,"No",0.356344086021505,0.169822717880613
"27D",5391,"BURSERACEAE","Canarium","ovatum","Canarium ovatum","Tree",19.25,53.16,0.48,1,0,"No",0.362114371708051,0.221952390002764
"27D",5394,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",15.38,100.177202995492,0.76,2,1,"Yes",0.153527943884519,0.788184127762652
"27D",5395,"SAPOTACEAE",NA,NA,"NA NA","Tree",28.17,41.44,0.8,1,0,"No",0.679777992277992,0.134874353149092
"27D",5396,"MALVACEAE","Luehea","conwentzii","Luehea conwentzii","Tree",19.5,35.3,0.57,1,0,"No",0.552407932011332,0.0978676797427926
"27D",5397,"LEGUMINOSAE","Peltogyne","discolor","Peltogyne discolor","Tree",14.96,23.27,0.79,1,0,"No",0.642887838418565,0.0425287529152758
"27E",5398,"LEGUMINOSAE","Amburana","cearensis","Amburana cearensis","Tree",26.67,89.06,0.51,1,0,"No",0.299461037502807,0.622952973208966
"27E",5399,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",15.85,103.32,0.76,1,0,"No",0.153406891211769,0.838414298718662
"27E",5400,"PHYLLANTHACEAE","Bridelia","tomentosa","Bridelia tomentosa","Tree",9.57,51.2141630801481,0.61,2,1,"Yes",0.186862372133727,0.206001338149262
"27E",5405,"LEGUMINOSAE","Lonchocarpus","latifolius","Lonchocarpus latifolius","Tree",14.98,33.1,0.76,1,0,"No",0.452567975830816,0.0860490081799878
"27E",5407,"MORACEAE","Brosimum","alicastrum","Brosimum alicastrum","Tree",16.39,49.08,0.41,1,0,"No",0.333944580277099,0.189190353846656
"27E",5409,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",20.15,94.41,0.53,1,0,"No",0.213430780637644,0.700044868764579
"27E",5410,"EUPHORBIACEAE","Hevea","brasiliensis","Hevea brasiliensis","Tree",18.99,66.84,0.47,1,0,"No",0.28411131059246,0.350883352506089
"27E",5411,"DILLENIACEAE","Dillenia","indica","Dillenia indica","Tree",8.67,25.46,0.7,1,0,"No",0.340534171249018,0.0509104200132921
"27E",5412,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",3.93,10.98,0.29,1,0,"No",0.35792349726776,0.00946879167384617
"27E",5413,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",4.41,15.7119699592381,0.29,2,1,"Yes",0.280677726054783,0.0193888103005274
"27E",5421,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",4.38,11.33,0.29,1,0,"No",0.386584289496911,0.0100820698297351
"27E",5422,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5,10.28,0.29,1,0,"No",0.486381322957198,0.00829996212707809
"27E",5423,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",13.67,41.83,0.76,1,0,"No",0.326798948123356,0.137424957246671
"27E",5425,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",4.23,17.5631119110481,0.29,2,1,"Yes",0.240845701002401,0.0242266195136251
"27E",5428,"INDETERMINADA",NA,NA,"NA NA","Tree",5.8,12.41,0.29,1,0,"No",0.467365028203062,0.0120957678888331
"27E",5435,"LEGUMINOSAE","Erythrina","falcata","Erythrina falcata","Tree",4.35,10.19,0.29,1,0,"No",0.426889106967615,0.00815526822343538
"27E",5436,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.27,11.14,0.29,1,0,"No",0.473070017953321,0.0097467597918358
"27E",5437,"HELICONIACEAE","Heliconia","bihai","Heliconia bihai","Herb",18.22,33.01,0.32,1,0,"No",0.55195395334747,0.085581704126748
"27E",5438,"LEGUMINOSAE","Erythrina","falcata","Erythrina falcata","Tree",19.62,24.54,0.32,1,0,"No",0.799511002444988,0.0472975884616639
"27E",5439,"LEGUMINOSAE","Erythrina","falcata","Erythrina falcata","Tree",10.76,23.52,0.32,1,0,"No",0.457482993197279,0.04344747241691
"27E",5441,"ANNONACEAE","Annona","dolabripetala","Annona dolabripetala","Tree",5.07,10.7,0.29,1,0,"No",0.473831775700935,0.00899202357273738
"27E",5442,"LEGUMINOSAE","Erythrina","falcata","Erythrina falcata","Tree",12.62,27.5,0.32,1,0,"No",0.458909090909091,0.059395736106932
"27E",5445,"ARECACEAE","Acrocomia","intumescens","Acrocomia intumescens","Arborescent",9.72,40.74,0.54,1,0,"No",0.238586156111929,0.130356271674332
"27E",5446,"INDETERMINADA",NA,NA,"NA NA","Tree",14.61,26.84,0.62,1,0,"No",0.544336810730253,0.0565789527177969
"27E",5447,"LAURACEAE","Nectandra","puberula","Nectandra puberula","Tree",18.83,48.7,0.56,1,0,"No",0.386652977412731,0.186272097014809
"27E",5448,"LEGUMINOSAE","Cassia","grandis","Cassia grandis","Tree",13,34.31,0.74,1,0,"No",0.378898280384727,0.0924551946935371
"29B",5449,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",20.35,80.37,0.53,1,0,"No",0.253203931815354,0.507315133802537
"29B",5450,"MORACEAE","Ficus","elastica","Ficus elastica","Tree",11.63,30.4960604013043,0.6,2,1,"Yes",0.38136073469682,0.0730427910321812
"29B",5452,"MORACEAE","Ficus",NA,"Ficus NA","Tree",21.84,101.86,0.41,1,0,"No",0.214411937954055,0.814886691424442
"29B",5453,"MORACEAE","Ficus",NA,"Ficus NA","Tree",16.52,54.56,0.41,1,0,"No",0.302785923753666,0.233796822625328
"29B",5454,"CHRYSOBALANACEAE","Moquilea","tomentosa","Moquilea tomentosa","Tree",20.13,91.16,0.98,1,0,"No",0.22082053532251,0.652677309180539
"29B",5455,"MORACEAE","Ficus",NA,"Ficus NA","Tree",15.04,25.91,0.41,1,0,"No",0.580470860671555,0.0527259856777099
"29B",5460,"MORACEAE","Ficus","racemosa","Ficus racemosa","Tree",9.85,42.84,0.35,1,0,"No",0.229925303454715,0.144141423158652
"29B",5462,"MORACEAE","Ficus","crocata","Ficus crocata","Tree",11.34,35.91,0.41,1,0,"No",0.315789473684211,0.10127930013894
"29B",5463,"MORACEAE","Ficus","pseudopalma","Ficus pseudopalma","Tree",7.65,10.28,0.41,1,0,"No",0.744163424124514,0.00829996212707809
"29B",5464,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",20.62,153.81,0.53,1,0,"No",0.134061504453547,1.85805696954856
"29B",5465,"MORACEAE","Ficus","religiosa","Ficus religiosa","Tree",18.96,54.05,0.44,1,0,"No",0.350786308973173,0.229446415804471
"29B",5466,"MORACEAE","Ficus",NA,"Ficus NA","Tree",13.52,54.94,0.41,1,0,"No",0.246086639970877,0.237064864383225
"29B",5467,"MORACEAE",NA,NA,"NA NA","Tree",10.59,18.84,0.46,1,0,"No",0.562101910828026,0.0278773622346005
"29B",5469,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",17.45,62.71,0.55,1,0,"No",0.278265029500877,0.308861291361947
"29B",5470,"MORACEAE","Ficus","virens","Ficus virens","Tree",15.29,88.17,0.41,1,0,"No",0.173414993762051,0.610564518840561
"29C",5479,"ARECACEAE","Sabal","mauritiiformis","Sabal mauritiiformis","Arborescent",9.92,24.13,0.54,1,0,"No",0.411106506423539,0.0457303499885492
"29C",5480,"LEGUMINOSAE","Lonchocarpus","latifolius","Lonchocarpus latifolius","Tree",16.01,40.0826396336369,0.76,2,1,"Yes",0.399424792038012,0.126183482648128
"29C",5483,"LEGUMINOSAE","Amburana","cearensis","Amburana cearensis","Tree",19.26,75.76,0.51,1,0,"No",0.254223864836325,0.450785370571713
"29C",5485,"MORACEAE",NA,NA,"NA NA","Tree",9.99,29.79,0.46,1,0,"No",0.335347432024169,0.0696996966257901
"29C",5488,"MORACEAE","Broussonetia","papyrifera","Broussonetia papyrifera","Tree",5.87,23.68,0.29,1,0,"No",0.247888513513514,0.0440406051099077
"29C",5491,"LEGUMINOSAE","Erythrina","fusca","Erythrina fusca","Tree",5.16,18.1255675773202,0.29,2,1,"Yes",0.284680740505832,0.0258031728089577
"29C",5492,"MORACEAE","Broussonetia","papyrifera","Broussonetia papyrifera","Tree",3.78,17.99,0.29,1,0,"No",0.21011673151751,0.0254186340141766
"29C",5493,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",6.56,24.4957404460449,0.29,2,1,"Yes",0.267801661862366,0.0471271334982617
"29C",5494,"MORACEAE","Broussonetia","papyrifera","Broussonetia papyrifera","Tree",6.78,19.86,0.29,1,0,"No",0.341389728096677,0.0309776429447956
"29C",5495,"MORACEAE","Broussonetia","papyrifera","Broussonetia papyrifera","Tree",7.09,12.67,0.29,1,0,"No",0.559589581689029,0.0126079103232213
"29C",5498,"MORACEAE","Broussonetia","papyrifera","Broussonetia papyrifera","Tree",8.26,24.83,0.29,1,0,"No",0.33266210229561,0.0484220665741449
"29C",5500,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.47,19.6743614890039,0.29,2,1,"Yes",0.278026811851414,0.0304012313786966
"29C",5501,"MORACEAE","Broussonetia","papyrifera","Broussonetia papyrifera","Tree",7.83,22.41,0.29,1,0,"No",0.349397590361446,0.0394433319383322
"29C",5502,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",4.61,20.0752110823274,0.29,2,1,"Yes",0.229636439741263,0.0316526533963276
"29C",5504,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",9.17,28.97,0.54,1,0,"No",0.316534345875043,0.0659153969471289
"29C",5507,"POLYGONACEAE","Coccoloba","uvifera","Coccoloba uvifera","Tree",12.6,76.4808381230227,0.7,3,1,"Yes",0.164747148556771,0.459404408556653
"29C",5512,"ARECACEAE","Acrocomia","intumescens","Acrocomia intumescens","Arborescent",12.44,32.47,0.71,1,0,"No",0.383122882660918,0.0828045990528277
"29C",5513,"BORAGINACEAE","Cordia","trichotoma","Cordia trichotoma","Tree",15.02,41.7,0.56,1,0,"No",0.360191846522782,0.136572101235019
"29C",5514,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.35,14.48,0.29,1,0,"No",0.369475138121547,0.0164674747078808
"29C",5519,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.14,23.0188835524228,0.29,4,1,"Yes",0.22329493036855,0.0416158139441243
"29C",5522,"ANACARDIACEAE","Schinus","terebinthifolia","Schinus terebinthifolia","Tree",7.47,19.0050203893603,0.62,2,1,"Yes",0.393054037667962,0.0283678590956055
"29C",5524,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.34,16.55,0.29,1,0,"No",0.322658610271903,0.021512252044997
"29C",5525,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",6.1,12.25,0.29,1,0,"No",0.497959183673469,0.011785881189483
"29C",5526,"COMBRETACEAE","Terminalia","catappa","Terminalia catappa","Tree",12.1,38.71,0.59,1,0,"No",0.312580728493929,0.117689095205701
"29C",5527,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",6.68,11.14,0.29,1,0,"No",0.599640933572711,0.0097467597918358
"29C",5528,"PANDANACEAE","Pandanus","utilis","Pandanus utilis","Arborescent",3.18,16.9213149607234,0.33,2,1,"Yes",0.18792865728114,0.0224883762983938
"29C",5529,"PANDANACEAE","Pandanus","utilis","Pandanus utilis","Arborescent",4.28,11.05,0.33,1,0,"No",0.387330316742081,0.0095899079246237
"29C",5530,"COMBRETACEAE","Terminalia","catappa","Terminalia catappa","Tree",16.88,32.15,0.59,1,0,"No",0.525038880248834,0.0811805213146279
"29C",5532,"PANDANACEAE","Pandanus","utilis","Pandanus utilis","Arborescent",6.65,17.2393155316561,0.33,2,1,"Yes",0.385746173494462,0.0233415621772741
"29C",5533,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.72,12.41,0.29,1,0,"No",0.460918614020951,0.0120957678888331
"30A",5535,"PHYLLANTHACEAE","Bridelia","tomentosa","Bridelia tomentosa","Tree",10.23,77.99,0.61,1,0,"No",0.131170662905501,0.477713728351499
"30A",5536,"MORACEAE","Ficus","clusiifolia","Ficus clusiifolia","Tree",14.1,149.61,0.41,1,0,"No",0.0942450370964508,1.75796865503857
"30A",5538,"ARECACEAE","Archontophoenix","alexandrae","Archontophoenix alexandrae","Arborescent",15.94,60.0302965176751,0.83,6,1,"Yes",0.265532588120845,0.283028948865201
"30A",5539,"ARECACEAE","Archontophoenix","alexandrae","Archontophoenix alexandrae","Arborescent",15.29,28.65,0.83,1,0,"No",0.533682373472949,0.0644672483975302
"30A",5540,"URTICACEAE","Coussapoa","microcarpa","Coussapoa microcarpa","Tree",14.01,157.24,0.59,1,0,"No",0.0890994657847876,1.94185121741116
"30A",5541,"MORACEAE","Ficus","gomelleira","Ficus gomelleira","Tree",16.99,153.43,0.41,1,0,"No",0.110734536922375,1.84888735174311
"30A",5542,"EUPHORBIACEAE","Hevea","benthamiana","Hevea benthamiana","Tree",11.89,28.65,0.5,1,0,"No",0.41500872600349,0.0644672483975302
"30A",5543,"EUPHORBIACEAE","Hevea","brasiliensis","Hevea brasiliensis","Tree",18.55,71.05,0.47,1,0,"No",0.261083743842365,0.396477043214207
"30A",5544,"EUPHORBIACEAE","Hevea","guianensis","Hevea guianensis","Tree",11.8,42.14,0.57,1,0,"No",0.280018984337921,0.139469403643866
"30B",5545,"MORACEAE","Treculia","africana","Treculia africana","Tree",11.53,36.29,0.46,1,0,"No",0.317718379718931,0.103434118540037
"30B",5546,"INDETERMINADA",NA,NA,"NA NA","Tree",15.37,50.87,0.62,1,0,"No",0.302142716728917,0.203241951657907
"30B",5547,"ANACARDIACEAE","Antrocaryon","amazonicum","Antrocaryon amazonicum","Tree",19.3,86.71,0.45,1,0,"No",0.222581017183716,0.590511355941579
"30B",5548,"ANACARDIACEAE","Antrocaryon","amazonicum","Antrocaryon amazonicum","Tree",19.3,89.95,0.5,1,0,"No",0.214563646470261,0.635465850354416
"30B",5550,"LECYTHIDACEAE","Grias","neuberthii","Grias neuberthii","Tree",7.25,24.8572424053836,0.62,2,1,"Yes",0.291665498600512,0.0485283780695424
"30B",5559,"MORACEAE","Treculia","africana","Treculia africana","Tree",11.16,20.09,0.46,1,0,"No",0.55550024888004,0.0316993060472334
"30B",5560,"LEGUMINOSAE","Cassia","grandis","Cassia grandis","Tree",12.65,45.4605180348839,0.99,3,1,"Yes",0.278263437083869,0.162314994734936
"30B",5561,"PHYLLANTHACEAE","Bridelia","tomentosa","Bridelia tomentosa","Tree",9.04,110.58,0.61,1,0,"No",0.081750768674263,0.960379879070081
"30B",5563,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",13.27,86.9,0.76,1,0,"No",0.152704257767549,0.59310206246938
"30B",5564,"MORACEAE","Ficus","pseudomangifera","Ficus pseudomangifera","Tree",12.88,56.495260863191,0.41,3,1,"Yes",0.227983724709055,0.250676670638901
"30B",5565,"MORACEAE","Ficus","pseudomangifera","Ficus pseudomangifera","Tree",13,74.77,0.41,1,0,"No",0.173866524006955,0.439080998003628
"30B",5567,"SAPOTACEAE","Manilkara","elata","Manilkara elata","Tree",23,27.06,0.95,1,0,"No",0.849963045084996,0.0575102778599536
"30B",5568,"LECYTHIDACEAE","Gustavia","speciosa","Gustavia speciosa","Tree",7.11,27.8914915341579,0.69,2,1,"Yes",0.254916449745708,0.0610988955862043
"30B",5570,"LEGUMINOSAE","Sweetia","fruticosa","Sweetia fruticosa","Tree",14.3,41.95,0.99,1,0,"No",0.34088200238379,0.138214565144224
"30B",5573,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",18.36,75.25,0.53,1,0,"No",0.243986710963455,0.444736618762326
"30B",5574,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",16.36,93.84,0.7,1,0,"No",0.174339300937766,0.691617350121784
"30B",5575,"CHRYSOBALANACEAE","Moquilea","tomentosa","Moquilea tomentosa","Tree",20.26,116.85,0.98,1,0,"No",0.173384681215233,1.07237656546711
"30C",5577,"PANDANACEAE","Pandanus","utilis","Pandanus utilis","Arborescent",9.41,22.3787399109065,0.33,4,1,"Yes",0.420488375907794,0.0393333683414749
"30C",5578,"MORACEAE","Ficus",NA,"Ficus NA","Tree",16.52,144.8,0.41,1,0,"No",0.114088397790055,1.64674747078808
"30C",5579,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.82,16.07,0.29,1,0,"No",0.362165525824518,0.0202825070166758
"30C",5580,"OCHNACEAE","Cespedesia","spathulata","Cespedesia spathulata","Tree",15.09,48.38,0.72,1,0,"No",0.311905746176106,0.183832210496325
"30C",5582,"PHYLLANTHACEAE","Bridelia","tomentosa","Bridelia tomentosa","Tree",9.97,37.607864868934,0.61,4,1,"Yes",0.265104122096432,0.111082907049843
"30C",5584,"PANDANACEAE","Pandanus","utilis","Pandanus utilis","Arborescent",2.41,10.79,0.33,1,0,"No",0.223354958294717,0.00914392743152008
"30C",5586,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",10.4,16.58,0.51,1,0,"No",0.627261761158022,0.021590312768457
"30C",5587,"LEGUMINOSAE","Delonix","regia","Delonix regia","Tree",11.1,52.84,0.58,1,0,"No",0.210068130204391,0.219288319432519
"30C",5589,"BORAGINACEAE","Cordia","superba","Cordia superba","Shrub/tree",4.32,25.1345200869243,0.51,2,1,"Yes",0.171875173468993,0.0496170655877174
"30C",5590,"EUPHORBIACEAE",NA,NA,"NA NA","Tree",11.31,104.619097682976,0.46,3,1,"Yes",0.108106457142962,0.85963051063393
"30C",5592,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",5.87,17.4967111195219,0.29,2,1,"Yes",0.335491622391283,0.0240437788211861
"30C",5593,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",4.83,24.6302598443459,0.29,2,1,"Yes",0.196100245410475,0.0476461560205613
"30C",5595,"ARECACEAE","Archontophoenix","alexandrae","Archontophoenix alexandrae","Arborescent",10.46,29.95,0.52,1,0,"No",0.349248747913189,0.070450411606292
"30C",5599,"PANDANACEAE","Pandanus","utilis","Pandanus utilis","Arborescent",6.82,47.5384086818227,0.33,13,1,"Yes",0.143462942683813,0.177492154508134
"30C",5600,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",3.28,12.73,0.29,1,0,"No",0.257659073055774,0.012727605003323
"30C",5601,"PANDANACEAE","Pandanus","utilis","Pandanus utilis","Arborescent",7.22,31.7850405065024,0.33,6,1,"Yes",0.227150882457519,0.0793478968021012
"30C",5602,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",17.16,67.51,0.68,1,0,"No",0.254184565249593,0.357953074804003
"30C",5606,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",6,15.6971239403911,0.29,2,1,"Yes",0.382235626270433,0.0193521871841682
"30C",5607,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",11.1,118.41,0.76,1,0,"No",0.0937420825943755,1.10120111788677
"30D",5609,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",17.63,71.56,0.68,1,0,"No",0.24636668529905,0.402189330450394
"30D",5610,"ANACARDIACEAE","Spondias","mombin","Spondias mombin","Tree",13.71,37.11,0.37,1,0,"No",0.36944219886823,0.108161273005894
"30D",5613,"ANACARDIACEAE","Spondias","mombin","Spondias mombin","Tree",13.71,34.25,0.37,1,0,"No",0.40029197080292,0.0921321133050419
"30D",5614,"ANACARDIACEAE","Spondias","mombin","Spondias mombin","Tree",14.6,34.31,0.37,1,0,"No",0.425531914893617,0.0924551946935371
"30D",5615,"ANACARDIACEAE","Spondias","mombin","Spondias mombin","Tree",16.58,116.95,0.37,1,0,"No",0.141769987174006,1.07421282637313
"30D",5618,"SAPINDACEAE","Dimocarpus","longan","Dimocarpus longan","Tree",12.61,133.63,0.7,1,0,"No",0.0943650377909152,1.40248368610907
"30E",5619,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",31.54,80.53,0.52,1,0,"No",0.391655283745188,0.509337062834387
"30E",5621,"PHYLLANTHACEAE","Antidesma","bunius","Antidesma bunius","Tree",4.28,29.0891749625183,0.69,2,1,"Yes",0.147133770741688,0.0664588296443469
"30E",5642,"EUPHORBIACEAE",NA,NA,"NA NA","Tree",6.48,27.5886299043646,0.69,2,1,"Yes",0.234879369597649,0.0597792067602108
